datasetName,MD,BVW_DUAL,CALI,DENS,DEPR,GAMM,LN_RHOV,NEUT,PHIT_D,RFC,RHOV,RUNSUM_DC,SONI,SSON,SSON_2,SWT_DUAL,SWT_DUAL_UNCL,TVD,VSH_GR
,FT,v/v,IN,G/C3,OHMM,GAPI,ampl,FRAC,v/v,ampl,g.m/cm3.s,ampl,US/F,US/F,US/F,v/v,v/v,FT,v/v
LQC_old,3524,-9999,-9999,-9999,-9999,88.69,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3524,-9999
LQC_old,3524.5,-9999,-9999,-9999,-9999,94.38,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3524.5,-9999
LQC_old,3525,-9999,-9999,-9999,-9999,100.41,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3525,-9999
LQC_old,3525.5,-9999,-9999,-9999,-9999,107.11,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3525.5,-9999
LQC_old,3526,-9999,-9999,-9999,-9999,109.21,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3526,-9999
LQC_old,3526.5,-9999,-9999,-9999,-9999,107.78,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3526.5,-9999
LQC_old,3527,-9999,-9999,-9999,-9999,105.04,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3527,-9999
LQC_old,3527.5,-9999,-9999,-9999,-9999,103.29,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3527.5,-9999
LQC_old,3528,-9999,-9999,-9999,-9999,101.58,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3528,-9999
LQC_old,3528.5,-9999,-9999,-9999,-9999,98.53,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3528.5,-9999
LQC_old,3529,-9999,-9999,-9999,-9999,95.08,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3529,-9999
LQC_old,3529.5,-9999,-9999,-9999,-9999,95.32,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3529.5,-9999
LQC_old,3530,-9999,-9999,-9999,-9999,97.58,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3530,-9999
LQC_old,3530.5,-9999,-9999,-9999,-9999,101.84,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3530.5,-9999
LQC_old,3531,-9999,-9999,-9999,-9999,101.58,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3531,-9999
LQC_old,3531.5,-9999,-9999,-9999,-9999,100.64,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3531.5,-9999
LQC_old,3532,-9999,-9999,-9999,-9999,100.24,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3532,-9999
LQC_old,3532.5,-9999,-9999,-9999,-9999,99.24,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3532.5,-9999
LQC_old,3533,-9999,-9999,-9999,-9999,97.93,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3533,-9999
LQC_old,3533.5,-9999,-9999,-9999,-9999,97.8,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3533.5,-9999
LQC_old,3534,-9999,-9999,-9999,-9999,98.91,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3534,-9999
LQC_old,3534.5,-9999,-9999,-9999,-9999,104.7,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3534.5,-9999
LQC_old,3535,-9999,-9999,-9999,-9999,103.59,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3535,-9999
LQC_old,3535.5,-9999,-9999,-9999,-9999,103.28,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3535.5,-9999
LQC_old,3536,-9999,-9999,-9999,-9999,98.97,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3536,-9999
LQC_old,3536.5,-9999,-9999,-9999,-9999,94.51,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3536.5,-9999
LQC_old,3537,-9999,-9999,-9999,-9999,92.79,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3537,-9999
LQC_old,3537.5,-9999,-9999,-9999,-9999,92.04,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3537.5,-9999
LQC_old,3538,-9999,-9999,-9999,-9999,90.99,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3538,-9999
LQC_old,3538.5,-9999,-9999,-9999,-9999,90.01,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3538.5,-9999
LQC_old,3539,-9999,-9999,-9999,-9999,90.52,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3539,-9999
LQC_old,3539.5,-9999,-9999,-9999,-9999,95.44,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3539.5,-9999
LQC_old,3540,-9999,-9999,-9999,-9999,97.74,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3540,-9999
LQC_old,3540.5,-9999,-9999,-9999,-9999,100.38,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3540.5,-9999
LQC_old,3541,-9999,-9999,-9999,-9999,101.6,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3541,-9999
LQC_old,3541.5,-9999,-9999,-9999,-9999,98.96,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3541.5,-9999
LQC_old,3542,-9999,-9999,-9999,-9999,92.92,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3542,-9999
LQC_old,3542.5,-9999,-9999,-9999,-9999,90.82,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3542.5,-9999
LQC_old,3543,-9999,-9999,-9999,-9999,95.57,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3543,-9999
LQC_old,3543.5,-9999,-9999,-9999,-9999,101.27,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3543.5,-9999
LQC_old,3544,-9999,-9999,-9999,-9999,104.29,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3544,-9999
LQC_old,3544.5,-9999,-9999,-9999,-9999,107.24,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3544.5,-9999
LQC_old,3545,-9999,-9999,-9999,-9999,108.58,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3545,-9999
LQC_old,3545.5,-9999,-9999,-9999,-9999,103.18,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3545.5,-9999
LQC_old,3546,-9999,-9999,-9999,-9999,95.96,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3546,-9999
LQC_old,3546.5,-9999,-9999,-9999,-9999,89.31,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3546.5,-9999
LQC_old,3547,-9999,-9999,-9999,-9999,89.31,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3547,-9999
LQC_old,3547.5,-9999,-9999,-9999,-9999,89.73,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3547.5,-9999
LQC_old,3548,-9999,-9999,-9999,-9999,91.16,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3548,-9999
LQC_old,3548.5,-9999,-9999,-9999,-9999,95.09,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3548.5,-9999
LQC_old,3549,-9999,-9999,-9999,-9999,96.94,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3549,-9999
LQC_old,3549.5,-9999,-9999,-9999,-9999,95.98,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3549.5,-9999
LQC_old,3550,-9999,-9999,-9999,-9999,92.14,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3550,-9999
LQC_old,3550.5,-9999,-9999,-9999,-9999,88.87,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3550.5,-9999
LQC_old,3551,-9999,-9999,-9999,-9999,90.88,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3551,-9999
LQC_old,3551.5,-9999,-9999,-9999,-9999,95.27,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3551.5,-9999
LQC_old,3552,-9999,-9999,-9999,-9999,96.08,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3552,-9999
LQC_old,3552.5,-9999,-9999,-9999,-9999,93.37,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3552.5,-9999
LQC_old,3553,-9999,-9999,-9999,-9999,90.04,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3553,-9999
LQC_old,3553.5,-9999,-9999,-9999,-9999,90.24,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3553.5,-9999
LQC_old,3554,-9999,-9999,-9999,-9999,92.9,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3554,-9999
LQC_old,3554.5,-9999,-9999,-9999,-9999,96.32,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3554.5,-9999
LQC_old,3555,-9999,-9999,-9999,-9999,100.5,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3555,-9999
LQC_old,3555.5,-9999,-9999,-9999,-9999,100.46,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3555.5,-9999
LQC_old,3556,-9999,-9999,-9999,-9999,96.81,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3556,-9999
LQC_old,3556.5,-9999,-9999,-9999,-9999,92.94,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3556.5,-9999
LQC_old,3557,-9999,-9999,-9999,-9999,92.17,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3557,-9999
LQC_old,3557.5,-9999,-9999,-9999,-9999,92.99,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3557.5,-9999
LQC_old,3558,-9999,-9999,-9999,-9999,95.16,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3558,-9999
LQC_old,3558.5,-9999,-9999,-9999,-9999,96.62,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3558.5,-9999
LQC_old,3559,-9999,-9999,-9999,-9999,97.93,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3559,-9999
LQC_old,3559.5,-9999,-9999,-9999,-9999,99.94,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3559.5,-9999
LQC_old,3560,-9999,-9999,-9999,-9999,101.8,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3560,-9999
LQC_old,3560.5,-9999,-9999,-9999,-9999,101.31,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3560.5,-9999
LQC_old,3561,-9999,-9999,-9999,-9999,98.99,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3561,-9999
LQC_old,3561.5,-9999,-9999,-9999,-9999,99.22,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3561.5,-9999
LQC_old,3562,-9999,-9999,-9999,-9999,100.74,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3562,-9999
LQC_old,3562.5,-9999,-9999,-9999,-9999,101.51,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3562.5,-9999
LQC_old,3563,-9999,-9999,-9999,-9999,101.87,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3563,-9999
LQC_old,3563.5,-9999,-9999,-9999,-9999,104.46,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3563.5,-9999
LQC_old,3564,-9999,-9999,-9999,-9999,109.58,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3564,-9999
LQC_old,3564.5,-9999,-9999,-9999,-9999,114.66,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3564.5,-9999
LQC_old,3565,-9999,-9999,-9999,-9999,115.03,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3565,-9999
LQC_old,3565.5,-9999,-9999,-9999,-9999,108.4,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3565.5,-9999
LQC_old,3566,-9999,-9999,-9999,-9999,101.57,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3566,-9999
LQC_old,3566.5,-9999,-9999,-9999,-9999,98.78,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3566.5,-9999
LQC_old,3567,-9999,-9999,-9999,-9999,104.14,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3567,-9999
LQC_old,3567.5,-9999,-9999,-9999,-9999,109.12,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3567.5,-9999
LQC_old,3568,-9999,-9999,-9999,-9999,113.01,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3568,-9999
LQC_old,3568.5,-9999,-9999,-9999,-9999,111.02,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3568.5,-9999
LQC_old,3569,-9999,-9999,-9999,-9999,107.31,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3569,-9999
LQC_old,3569.5,-9999,-9999,-9999,-9999,105.11,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3569.5,-9999
LQC_old,3570,-9999,-9999,-9999,-9999,106.48,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3570,-9999
LQC_old,3570.5,-9999,-9999,-9999,-9999,110.77,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3570.5,-9999
LQC_old,3571,-9999,-9999,-9999,-9999,116.93,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3571,-9999
LQC_old,3571.5,-9999,-9999,-9999,-9999,121.55,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3571.5,-9999
LQC_old,3572,-9999,-9999,-9999,-9999,120.68,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3572,-9999
LQC_old,3572.5,-9999,-9999,-9999,-9999,115.71,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3572.5,-9999
LQC_old,3573,-9999,-9999,-9999,-9999,111.74,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3573,-9999
LQC_old,3573.5,-9999,-9999,-9999,-9999,111.21,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3573.5,-9999
LQC_old,3574,-9999,-9999,-9999,-9999,109.47,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3574,-9999
LQC_old,3574.5,-9999,-9999,-9999,-9999,108.93,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3574.5,-9999
LQC_old,3575,-9999,-9999,-9999,-9999,110.34,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3575,-9999
LQC_old,3575.5,-9999,-9999,-9999,-9999,114.39,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3575.5,-9999
LQC_old,3576,-9999,-9999,-9999,-9999,115.25,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3576,-9999
LQC_old,3576.5,-9999,-9999,-9999,-9999,110.83,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3576.5,-9999
LQC_old,3577,-9999,-9999,-9999,-9999,106.78,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3577,-9999
LQC_old,3577.5,-9999,-9999,-9999,-9999,106.03,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3577.5,-9999
LQC_old,3578,-9999,-9999,-9999,-9999,108.08,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3578,-9999
LQC_old,3578.5,-9999,-9999,-9999,-9999,111.27,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3578.5,-9999
LQC_old,3579,-9999,-9999,-9999,-9999,111.85,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3579,-9999
LQC_old,3579.5,-9999,-9999,-9999,-9999,115.81,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3579.5,-9999
LQC_old,3580,-9999,-9999,-9999,-9999,112.67,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3580,-9999
LQC_old,3580.5,-9999,-9999,-9999,-9999,113.97,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3580.5,-9999
LQC_old,3581,-9999,-9999,-9999,-9999,111.55,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3581,-9999
LQC_old,3581.5,-9999,-9999,-9999,-9999,112.01,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3581.5,-9999
LQC_old,3582,-9999,-9999,-9999,-9999,110.18,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3582,-9999
LQC_old,3582.5,-9999,-9999,-9999,-9999,109.79,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3582.5,-9999
LQC_old,3583,-9999,-9999,-9999,-9999,112.27,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3583,-9999
LQC_old,3583.5,-9999,-9999,-9999,-9999,112.57,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3583.5,-9999
LQC_old,3584,-9999,-9999,-9999,-9999,109.54,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3584,-9999
LQC_old,3584.5,-9999,-9999,-9999,-9999,104.3,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3584.5,-9999
LQC_old,3585,-9999,-9999,-9999,-9999,98.02,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3585,-9999
LQC_old,3585.5,-9999,-9999,-9999,-9999,93.82,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3585.5,-9999
LQC_old,3586,-9999,-9999,-9999,-9999,92.14,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3586,-9999
LQC_old,3586.5,-9999,-9999,-9999,-9999,97.11,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3586.5,-9999
LQC_old,3587,-9999,-9999,-9999,-9999,100.68,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3587,-9999
