$Csv,:,,02_97_DD_1X,Lam,Son,JOC,,,

Depth,DTCO3,DTSH5,ECGR,HAZI,HCAL,HDEVI,RHOZ,RLA1,RLA2,RLA3,RLA4,RLA5,RT_HRLT,RXOZ,TNPH
M,us/ft,.,GAPI,.,in,.,g/cm3,ohm.m,ohm.m,ohm.m,ohm.m,ohm.m,ohm.m,ohm.m,v/v
1785.366,84.6382,172.0184,124.3259,43.3712,12.8284,1.9262,2.4635,2.3124,3.3796,3.0759,3.0842,2.9943,2.7425,3.0983,0.1974
1785.5184,84.4462,171.0669,121.094,43.4432,13.0071,1.9336,2.4555,2.2164,3.5455,3.1801,3.1887,3.0784,2.8063,2.9803,0.1811
1785.6708,84.3886,170.3936,118.1676,43.5145,13.0749,1.9409,2.4425,2.1009,3.5944,3.2611,3.269,3.1579,2.959,3.0197,0.1797
1785.8232,84.6468,167.4516,115.1445,43.5854,13.0675,1.9483,2.4271,2.0865,3.6778,3.3031,3.3281,3.2428,2.9929,3.0959,0.1852
1785.9756,84.9938,167.1295,114.8325,43.6557,13.1703,1.9557,2.4124,2.1074,3.6577,3.2173,3.1698,3.0994,2.7809,3.1961,0.1978
1786.128,83.0726,166.3013,112.3869,43.7255,13.0846,1.963,2.3885,1.975,3.5515,3.268,3.2998,3.1838,3.0516,2.8175,0.2099
1786.2804,83.66,166.3741,108.508,43.7948,13.1021,1.9704,2.3809,1.9725,3.3423,3.0099,3.0139,2.8774,2.5996,2.2659,0.2141
1786.4328,83.6325,165.652,103.7032,43.8635,13.0046,1.9778,2.3852,1.9987,3.3405,2.9792,2.9856,2.8756,2.5879,2.1492,0.2175
1786.5852,83.4077,165.3665,100.8321,43.9317,12.9971,1.9851,2.4207,2.1589,3.8472,3.317,3.2905,3.1677,2.7076,2.3021,0.2239
1786.7376,82.0532,164.359,103.0588,43.9994,12.959,1.9925,2.4419,2.2433,3.7346,3.1507,3.1269,3.041,2.5658,2.6337,0.2152
1786.89,80.9153,163.3267,104.6526,44.0667,12.9408,1.9999,2.4532,2.1654,3.4558,3.0428,3.0084,2.9086,2.5915,2.5966,0.2123
1787.0424,80.9153,164.4747,108.3918,44.1334,12.8736,2.0073,2.4524,2.1783,3.4939,3.1457,3.1368,3.047,2.8594,2.7332,0.2112
1787.1948,80.6362,166.3721,110.6144,44.1997,12.857,2.0147,2.4511,2.1765,3.6043,3.2144,3.2618,3.207,3.1482,2.8662,0.2116
1787.3472,81.9601,167.5681,110.4221,44.2654,12.8712,2.0221,2.4459,2.1933,3.6529,3.3131,3.3603,3.3087,3.2383,2.9418,0.1992
1787.4996,83.0182,168.3071,102.7522,44.3307,12.8645,2.0294,2.4335,2.1176,3.5908,3.3233,3.3671,3.3307,3.2369,1.7839,0.1882
1787.652,90.2008,168.3071,95.5495,44.3955,12.8607,2.0368,2.395,2.1543,3.5842,3.2069,3.2282,3.1501,2.8931,1.2895,0.1912
1787.8044,96.8236,173.6346,95.1442,44.4599,12.8493,2.0442,2.3463,2.14,3.4239,2.9813,3.0057,2.9341,2.5958,0.7335,0.2015
1787.9568,96.0993,179.238,104.7189,44.5237,13.2817,2.0516,2.3231,2.0224,3.0507,2.6546,2.6359,2.5394,2.1039,0.4706,0.2218
1788.1092,96.0993,182.519,108.3784,44.5872,13.0786,2.059,2.3421,1.9918,3.0084,2.6342,2.6117,2.5312,2.0884,0.474,0.2465
1788.2616,94.8849,184.2455,113.6756,44.6501,13.1098,2.0664,2.3802,2.0102,3.0733,2.5935,2.5471,2.4348,1.8182,0.6202,0.2541
1788.414,94.3927,184.6216,112.4009,44.7126,13.0014,2.0738,2.3942,2.0345,3.0514,2.5771,2.5286,2.4325,1.8035,1.2914,0.2417
1788.5664,89.6502,187.8007,111.0717,44.7747,12.9345,2.0813,2.4013,2.1519,3.4429,2.8905,2.8436,2.7252,2.0946,1.3045,0.2327
1788.7188,89.6502,186.9756,104.0355,44.8363,12.9477,2.0887,2.4089,2.2537,3.81,3.27,3.2138,3.0969,2.5097,1.7414,0.219
1788.8712,89.5479,186.8449,105.9583,44.8975,12.9924,2.0961,2.4192,2.068,2.9106,2.5799,2.5354,2.4205,1.9289,1.4539,0.2126
1789.0236,88.6227,186.3753,107.461,44.9583,13.0456,2.1035,2.4133,2.0601,2.7753,2.428,2.3837,2.2541,1.9288,1.7704,0.2155
1789.176,88.0519,183.2526,107.4392,45.0186,12.9149,2.1109,2.4142,2.1,2.9102,2.4952,2.4527,2.3608,1.9223,1.7207,0.221
1789.3284,87.886,182.2218,102.0218,45.0785,12.9473,2.1183,2.4147,2.2326,3.5022,2.9388,2.9295,2.8236,2.2654,2.1274,0.2051
1789.4808,89.5095,181.1954,101.2561,45.138,13.1643,2.1258,2.4135,2.1277,3.3974,2.9294,2.9078,2.8162,2.3526,1.9636,0.2034
1789.6332,89.1835,179.9335,105.6381,45.1971,13.0925,2.1332,2.4112,2.1162,3.1812,2.7457,2.7198,2.6508,2.1801,1.6968,0.2077
1789.7856,87.8733,186.5201,107.1553,45.2558,13.0788,2.1406,2.4241,2.1431,3.2357,2.6774,2.651,2.5812,2.0144,1.3462,0.2377
1789.938,87.0769,178.2557,108.0025,45.3141,13.1507,2.148,2.451,2.2235,3.704,3.074,3.0048,2.9391,2.371,1.464,0.2372
1790.0904,86.0885,178.307,105.9157,45.3719,13.0437,2.1555,2.4648,2.1079,3.6335,3.1562,3.1581,3.0464,2.6468,2.1403,0.2249
1790.2428,85.8578,173.3556,103.5688,45.4294,12.9337,2.1629,2.47,2.2104,3.8753,3.2464,3.2056,3.1259,2.6132,3.001,0.2016
1790.3952,84.6145,171.902,103.0597,45.4865,12.8562,2.1703,2.4643,2.3421,3.9492,3.2366,3.1932,3.1152,2.9754,2.9901,0.1905
1790.5476,83.9556,170.5493,105.9293,45.5431,12.8511,2.1778,2.458,2.3818,3.9022,3.2419,3.2409,3.1896,3.3012,2.9501,0.1983
1790.7,83.49,164.5761,111.3613,45.5994,12.8599,2.1852,2.4547,2.4413,3.9583,3.2929,3.2524,3.1855,3.3266,3.1394,0.2078
1790.8524,82.9869,163.181,113.9917,45.6554,12.8593,2.1927,2.4607,2.4393,4.0459,3.4208,3.4368,3.4459,3.4979,3.3553,0.218
1791.0048,83.1504,163.181,111.6053,45.7109,12.8404,2.2001,2.4701,2.4238,4.0193,3.4583,3.4777,3.4935,3.5357,3.4578,0.2126
1791.1572,83.1504,162.406,108.9111,45.7661,12.8267,2.2076,2.4709,2.3208,3.8229,3.4608,3.5081,3.5478,3.5455,3.4463,0.2114
1791.3096,83.7337,162.6537,105.7445,45.8209,12.8009,2.215,2.4574,2.2577,3.6207,3.3202,3.3939,3.4068,3.4072,3.2575,0.1953
1791.462,83.9698,164.3225,104.1867,45.8753,12.7771,2.2225,2.4414,2.2524,3.5991,3.2989,3.3462,3.3136,3.3574,3.1359,0.1856
1791.6144,84.3034,164.3225,102.6414,45.93,12.7344,2.2301,2.4203,2.1818,3.4599,3.259,3.3497,3.3039,3.3267,2.9808,0.1715
1791.7668,85.9799,165.5487,101.5015,45.9885,12.7128,2.2392,2.4001,2.2414,3.5133,3.3629,3.4502,3.4341,3.4315,3.0145,0.1642
1791.9192,86.2123,166.3018,99.6839,46.0473,12.6913,2.2484,2.3835,2.1427,3.2776,3.1427,3.2314,3.2385,3.2179,2.799,0.1551
1792.0716,86.2123,181.2242,100.0093,46.1055,12.6276,2.2577,2.374,2.1044,3.0428,2.8462,2.9047,2.8648,2.8896,2.6285,0.1586
1792.224,87.3924,176.7803,101.9546,46.1633,12.7387,2.267,2.3799,2.1012,3.1396,2.9501,3.0306,3.0119,3.0099,2.5658,0.1732
1792.3764,88.8878,176.3986,101.5811,46.2206,12.7439,2.2762,2.3981,2.1121,3.1846,2.9803,3.0584,3.0326,3.0275,2.0002,0.1991
1792.5288,88.8878,181.1759,101.9871,46.2775,12.8605,2.2855,2.4104,2.0224,2.7728,2.5514,2.5696,2.542,2.4458,1.8099,0.223
1792.6812,89.5298,182.5039,105.1941,46.3339,13.182,2.2948,2.4285,2.0145,2.7548,2.5277,2.5293,2.4897,2.3393,1.4805,0.2503
1792.8336,89.4421,184.6917,113.8594,46.3898,13.1971,2.3041,2.4361,1.9691,2.8879,2.6174,2.6294,2.5645,2.3897,1.8405,0.2673
1792.986,89.4677,184.6968,118.0754,46.4453,13.1158,2.3134,2.4469,1.9237,3.0074,2.8167,2.8141,2.7336,2.5358,2.0512,0.2686
1793.1384,89.5979,184.8361,122.5901,46.5004,13.1931,2.3227,2.4313,1.9806,3.1512,2.776,2.7577,2.6622,2.3016,2.7497,0.2557
1793.2908,89.6456,182.6322,124.4061,46.555,13.6863,2.3319,2.4226,1.971,3.2019,2.825,2.8107,2.7095,2.3638,2.5029,0.2511
1793.4432,89.5807,181.9614,120.243,46.6092,13.3852,2.3412,2.4198,1.9851,3.3674,2.949,2.9408,2.8261,2.451,1.9174,0.2427
1793.5956,89.2395,180.323,115.1507,46.6629,13.4394,2.3505,2.4235,2.0238,3.6279,2.9671,2.9351,2.8419,2.3902,1.7481,0.2245
1793.748,88.0982,180.3803,111.1803,46.7162,13.4507,2.3598,2.4083,2.0364,3.6638,3.0253,3.0085,2.9558,2.6494,1.9047,0.2073
1793.9004,88.7501,176.5972,114.136,46.7691,13.4728,2.3691,2.3952,2.0391,3.5998,2.9909,3.0042,2.9633,2.6815,2.3927,0.1934
1794.0528,88.2638,176.8609,117.3872,46.8216,13.3355,2.3784,2.4031,2.0631,3.5334,2.9019,2.902,2.8507,2.4928,2.623,0.1888
1794.2052,88.201,177.5367,117.8755,46.8737,13.0407,2.3877,2.4265,2.0834,3.6602,2.9854,2.9934,2.9277,2.5228,2.7722,0.1993
1794.3576,89.3152,177.5367,116.7734,46.9254,13.0655,2.397,2.4411,2.1347,3.5966,2.9593,2.9458,2.8815,2.4557,2.9035,0.206
1794.51,89.1858,177.965,118.5447,46.9767,13.0597,2.4063,2.4448,2.1165,3.3096,2.8387,2.84,2.7732,2.4248,2.7723,0.2182
1794.6624,89.1966,180.8745,120.7283,47.0276,13.0479,2.4156,2.447,2.1139,3.166,2.7644,2.7654,2.7303,2.4662,2.6682,0.2167
1794.8148,89.3318,181.4905,119.8598,47.0781,13.0515,2.4249,2.4566,2.0286,3.0486,2.6887,2.7014,2.6651,2.4156,2.5625,0.2221
1794.9672,88.9585,182.8425,120.9497,47.1282,13.0732,2.4342,2.4525,2.1437,3.2767,2.8824,2.8728,2.8184,2.4458,2.6567,0.2243
1795.1196,89.6906,183.8019,122.1215,47.1779,13.0875,2.4436,2.4555,2.2125,3.3427,2.8262,2.8021,2.7598,2.2211,2.7221,0.2409
1795.272,89.2911,184.5947,126.9427,47.2273,13.076,2.4529,2.4517,2.2257,3.2004,2.6781,2.6469,2.5991,2.0639,2.6547,0.2698
1795.4244,89.1937,186.0561,126.5937,47.2762,13.0748,2.4622,2.4623,2.154,3.0571,2.5829,2.5554,2.5212,2.0258,2.582,0.2767
1795.5768,90.0283,186.8119,126.849,47.3248,13.0803,2.4715,2.462,2.2006,3.1354,2.6093,2.584,2.5352,2.0371,2.5805,0.2579
1795.7292,89.1999,187.0225,121.8852,47.3731,13.1179,2.4808,2.4604,2.2186,3.1646,2.6383,2.6213,2.5607,2.0581,2.7147,0.238
1795.8816,88.4082,185.3618,119.6402,47.421,13.1113,2.4901,2.4499,2.22,3.2126,2.6875,2.6678,2.6027,2.0618,2.7994,0.2336
1796.034,87.3153,184.0979,115.7028,47.4685,13.1259,2.4995,2.4384,2.1474,3.1981,2.7463,2.7488,2.7007,2.3618,2.8647,0.239
1796.1864,86.6236,181.5632,120.3732,47.5157,13.094,2.5088,2.4356,2.0264,3.1288,2.7687,2.7959,2.7219,2.5027,2.8588,0.2512
1796.3388,86.3765,181.5162,119.5623,47.5625,13.1248,2.5181,2.4398,2.0509,3.2199,2.8286,2.9087,2.8206,2.5437,2.889,0.27
1796.4912,88.3551,174.8913,120.3695,47.609,13.2421,2.5274,2.4418,2.2677,3.8766,3.1747,3.1407,3.026,2.4046,3.0555,0.2598
1796.6436,87.166,174.6869,121.5476,47.6551,13.3636,2.5368,2.4372,2.3943,4.4442,3.3776,3.3183,3.2192,2.5051,3.361,0.2399
1796.796,87.5825,174.1658,116.1243,47.7009,13.3966,2.5461,2.4209,2.3663,4.5056,3.3128,3.2583,3.1811,2.4879,2.9833,0.2123
1796.9484,86.9389,173.9357,110.8233,47.7464,13.3563,2.5554,2.4087,2.2706,3.938,2.9126,2.8662,2.7949,2.0719,2.24,0.2098
1797.1008,86.6909,175.0386,99.6912,47.7915,13.0578,2.5648,2.379,2.2735,3.7297,2.8208,2.7603,2.6861,1.9736,2.0213,0.2213
1797.2532,86.5903,174.4339,97.3089,47.8363,12.9845,2.5741,2.3655,2.2217,3.566,2.7856,2.7435,2.7297,2.1904,2.0477,0.2302
1797.4056,85.9827,171.5316,94.5596,47.8808,12.963,2.5834,2.3584,2.1467,3.407,2.7711,2.7736,2.7135,2.255,2.2525,0.2239
1797.558,86.0306,171.2601,96.8872,47.925,13.0415,2.5928,2.3877,2.1216,3.7999,3.1619,3.1946,3.1245,2.8095,2.4751,0.2183
1797.7104,86.0937,171.667,99.837,47.9688,13.1244,2.6021,2.4058,2.2721,4.6569,3.6667,3.706,3.6011,3.2783,2.9808,0.2359
1797.8628,85.3801,171.2603,102.599,48.0123,13.6663,2.6115,2.4098,2.2311,4.9163,3.7302,3.7097,3.6166,3.299,3.01,0.255
1798.0152,85.1074,171.5987,101.2544,48.0556,14.0567,2.6208,2.3963,2.2075,4.697,3.4039,3.3408,3.2649,2.8954,1.2875,0.2745
1798.1676,85.2233,170.533,102.1983,48.0985,14.2155,2.6302,2.3896,2.147,5.1845,3.3539,3.2382,3.132,2.887,0.8852,0.2973
1798.32,86.2971,169.8372,106.4101,48.1411,14.2445,2.6395,2.3949,2.1951,5.4721,3.591,3.3643,3.1898,2.8144,0.8894,0.2807
1798.4724,88.0212,170.8313,106.932,48.1834,14.1845,2.6488,2.4027,2.1716,5.454,3.6268,3.3491,3.2151,2.8162,1.5762,0.2693
1798.6248,89.4754,172.5589,110.461,48.2254,14.1637,2.6582,2.3988,2.1431,5.4573,3.581,3.2983,3.1625,2.7551,2.1273,0.255
1798.7772,91.2341,178.4865,110.0092,48.2671,14.2218,2.6675,2.386,2.0365,5.0298,3.2707,2.9851,2.8771,2.4242,1.9474,0.2943
1798.9296,91.5371,182.3264,115.8447,48.3086,14.2675,2.6769,2.3644,1.9548,4.7123,3.08,2.8082,2.6518,2.1416,1.8452,0.308
1799.082,91.5509,184.1672,118.7211,48.3497,14.3304,2.6862,2.3486,1.9551,4.6379,2.9874,2.7268,2.5666,2.0386,1.7866,0.3045
1799.2344,91.419,184.551,121.6621,48.3906,14.5246,2.6956,2.3458,1.9563,4.5474,2.8919,2.6306,2.467,1.9221,2.0766,0.2755
1799.3868,91.2494,184.6201,118.0942,48.4311,14.3429,2.705,2.3611,1.9863,4.6327,2.9298,2.6719,2.4913,1.9155,2.122,0.2911
1799.5392,90.8803,185.454,113.1804,48.4714,14.1747,2.7143,2.3856,2.1203,5.1208,3.3031,2.9628,2.7605,2.0519,2.2815,0.296
1799.6916,90.4918,184.4552,115.1082,48.5115,13.9487,2.7237,2.4079,2.2019,5.4239,3.5197,3.16,2.9453,2.2392,2.6015,0.2724
1799.844,89.9917,184.3591,112.8249,48.5512,13.7543,2.733,2.4291,2.2261,5.4699,3.5649,3.2392,3.0444,2.4474,2.5022,0.2423
1799.9964,88.0431,177.3308,111.758,48.5907,13.8496,2.7424,2.4384,2.2838,5.8199,3.7553,3.4944,3.3191,2.9427,2.5464,0.2304
1800.1488,86.3057,174.843,108.1017,48.6299,13.7555,2.7518,2.4533,2.3182,5.9541,3.7974,3.5855,3.4139,3.0747,2.7089,0.2355
1800.3012,85.2346,173.3922,116.1487,48.6688,13.4021,2.7611,2.4595,2.3479,5.8996,3.7495,3.5523,3.3922,3.0157,3.2482,0.227
1800.4536,84.8899,173.5036,123.26,48.7075,13.4153,2.7705,2.4603,2.4359,5.9158,3.655,3.487,3.3238,2.8411,3.4285,0.2062
1800.606,84.5965,171.28,126.4006,48.7459,13.4034,2.7799,2.4471,2.4374,5.3066,3.5788,3.4556,3.3017,2.6038,3.4179,0.2041
1800.7584,84.1678,170.1648,121.4325,48.784,13.3132,2.7892,2.4526,2.4346,4.7316,3.2797,3.1935,3.064,2.2701,3.1178,0.221
1800.9108,83.8229,167.9365,117.8231,48.822,13.1957,2.7986,2.4564,2.4988,4.7335,3.3102,3.2268,3.134,2.3326,3.1066,0.2363
1801.0632,83.8229,168.27,115.6082,48.8596,13.0383,2.808,2.4605,2.491,4.744,3.4313,3.3473,3.2843,2.4843,3.1543,0.2282
1801.2156,83.9442,168.5201,114.2722,48.897,12.8685,2.8173,2.4493,2.5514,4.6094,3.4063,3.3072,3.2257,2.3411,3.4082,0.2072
1801.368,83.4951,168.711,112.9095,48.9342,12.798,2.8267,2.4453,2.5282,4.4029,3.3384,3.254,3.1899,2.3146,3.5219,0.192
1801.5204,83.2652,169.9583,111.3339,48.9711,12.826,2.8361,2.4358,2.4924,4.2927,3.3561,3.2655,3.2163,2.3567,3.6509,0.1921
1801.6728,83.1257,168.7888,109.9227,49.0077,12.9358,2.8455,2.424,2.4946,4.2812,3.4082,3.3191,3.2067,2.3279,3.4197,0.1916
1801.8252,83.1979,168.4191,111.3591,49.0441,13.0375,2.8548,2.4187,2.453,4.1156,3.2776,3.2032,3.0723,2.1655,3.1219,0.1883
1801.9776,83.1979,166.5375,114.8232,49.0803,13.0595,2.8642,2.4299,2.4229,3.8763,3.1014,3.0417,2.9477,2.1072,2.7462,0.1744
1802.13,83.685,166.2586,118.0118,49.1163,12.9284,2.8736,2.4216,2.3998,3.8075,3.0203,2.9716,2.8752,2.0123,2.6408,0.1938
1802.2824,83.5312,167.4254,112.7734,49.152,12.8604,2.883,2.425,2.4296,4.0205,3.1455,3.129,3.0149,2.2378,2.8339,0.1946
1802.4348,83.8686,167.7839,110.1985,49.1875,12.7429,2.8923,2.4193,2.4821,4.266,3.4258,3.3687,3.248,2.4593,2.946,0.1836
1802.5872,85.1396,168.0988,108.9434,49.2227,12.8095,2.9017,2.4242,2.4514,4.1021,3.3551,3.2705,3.1346,2.3122,2.9567,0.1648
1802.7396,85.6599,170.6742,110.0197,49.2577,12.9066,2.9111,2.4213,2.4104,4.1604,3.3814,3.3283,3.2018,2.41,2.8536,0.1741
1802.892,85.6599,173.1135,103.8124,49.2925,12.9016,2.9205,2.4201,2.4479,4.4069,3.4861,3.4035,3.297,2.4221,2.8556,0.1852
1803.0444,87.2152,176.0178,101.9021,49.3271,13.1287,2.9299,2.4155,2.4256,4.2932,3.3393,3.2332,3.1069,2.1628,2.5921,0.1926
1803.1968,87.3756,176.5064,104.3292,49.3615,13.0337,2.9393,2.3679,2.1998,3.7583,3.1268,3.0416,2.9611,2.3164,1.9501,0.2124
1803.3492,87.3756,177.0133,113.6201,49.3956,13.1505,2.9487,2.3281,2.0606,3.3136,2.7933,2.7476,2.6591,2.0856,0.6852,0.2423
1803.5016,87.2579,177.4049,116.4361,49.4296,13.008,2.958,2.3169,1.9117,2.6345,2.2631,2.2271,2.1806,1.7851,0.467,0.278
1803.654,87.2327,178.1185,116.1081,49.4633,12.8567,2.9674,2.3613,2.0284,2.7662,2.3665,2.3256,2.2624,1.8765,0.5036,0.3181
1803.8064,87.5192,178.5894,109.9172,49.4968,12.7807,2.9768,2.4165,2.235,3.3365,2.7972,2.7665,2.707,2.1443,0.9794,0.2816
1803.9588,87.984,178.226,108.9012,49.53,12.7561,2.9862,2.4459,2.4276,3.9453,3.2955,3.2815,3.2054,2.6382,1.6037,0.2521
1804.1112,88.159,178.0307,111.5074,49.5631,12.7016,2.9956,2.4653,2.4462,4.0294,3.39,3.365,3.2852,2.7226,1.7698,0.2242
1804.2636,86.9727,177.8864,115.9808,49.596,12.6957,3.005,2.4712,2.4745,4.0277,3.4344,3.4086,3.3508,2.8925,3.0809,0.2222
1804.416,86.2583,177.7668,116.0051,49.6286,12.725,3.0144,2.4827,2.3959,3.6175,3.2144,3.195,3.1272,2.8735,3.3339,0.2097
1804.5684,86.144,177.0695,113.664,49.6611,12.767,3.0238,2.4848,2.3591,3.4245,3.1192,3.1189,3.0489,2.9305,3.1846,0.2034
1804.7208,86.8681,177.1534,113.9504,49.6934,12.7232,3.0332,2.4716,2.1728,3.2234,3.0063,3.0151,2.9145,2.9234,3.1628,0.2056
1804.8732,86.8681,181.6455,115.7297,49.7254,12.7052,3.0426,2.4481,2.1098,2.9784,2.7976,2.9052,2.8409,2.8128,3.0812,0.2204
1805.0256,89.1006,184.1599,115.4455,49.7573,12.7169,3.052,2.3962,2.0642,2.8295,2.6724,2.7486,2.6772,2.6002,2.4436,0.2303
1805.178,89.8265,185.7848,115.1911,49.789,12.7467,3.0614,2.3442,1.9528,2.4176,2.2362,2.2388,2.1643,2.007,0.7638,0.2543
1805.3304,90.4444,185.9381,117.2215,49.8204,12.8145,3.0708,2.3205,1.9012,2.2674,2.073,2.0817,2.0028,1.9693,0.5024,0.2856
1805.4828,91.0648,189.238,122.5632,49.8517,12.6621,3.0802,2.3507,2.0147,2.4954,2.2585,2.2356,2.1449,2.0246,0.4895,0.2975
1805.6352,92.766,203.2823,127.2216,49.8828,12.705,3.0896,2.3877,2.0864,2.6933,2.3912,2.357,2.2575,2.0189,0.819,0.2687
1805.7876,93.4288,190.5354,128.759,49.9137,12.7166,3.099,2.4106,2.0613,2.6929,2.4372,2.4124,2.3222,2.0361,1.458,0.2544
1805.94,93.4288,202.2497,129.4284,49.9444,12.8323,3.1084,2.4113,1.9063,2.4609,2.327,2.3234,2.2361,2.0058,1.4634,0.2645
1806.0924,92.3486,195.9502,127.9027,49.975,13.0362,3.1178,2.4244,1.9371,2.583,2.4464,2.4443,2.3469,2.1753,1.7095,0.297
1806.2448,90.8269,188.4888,126.3224,50.0053,13.0985,3.1272,2.4184,1.9516,2.6484,2.4878,2.4851,2.3888,2.132,1.8859,0.3101
1806.3972,89.9541,188.7405,126.9608,50.0355,13.1381,3.1366,2.4173,2.0058,2.7653,2.5336,2.5055,2.391,1.9777,1.7421,0.3147
1806.5496,88.8587,188.5409,131.639,50.0655,12.9306,3.146,2.4143,2.0205,2.8645,2.574,2.5549,2.4357,2.0449,1.492,0.2874
1806.702,88.38,186.7168,137.8396,50.0953,12.715,3.1554,2.4293,2.1382,3.1077,2.7085,2.7014,2.614,2.1603,1.5499,0.2495
1806.8544,88.38,183.5777,135.822,50.1249,12.5557,3.1648,2.4377,2.1442,3.0835,2.7391,2.7245,2.6167,2.1289,2.1961,0.2085
1807.0068,86.9683,180.2198,131.2609,50.1544,12.5146,3.1742,2.4339,2.2515,3.1097,2.7906,2.7656,2.6716,2.1997,2.6593,0.1965
1807.1592,85.8521,180.0935,128.0845,50.1837,12.5155,3.1836,2.4128,2.2615,3.0369,2.7736,2.7572,2.6771,2.303,2.6953,0.1964
1807.3116,85.8521,175.6265,130.0272,50.2128,12.5995,3.1931,2.3922,2.0959,2.788,2.6073,2.6246,2.5744,2.5844,1.8392,0.2127
1807.464,84.7985,173.001,130.2512,50.2417,12.8446,3.2025,2.3949,2.0096,2.7227,2.6126,2.6623,2.5879,2.5765,1.4613,0.2335
1807.6164,86.2333,169.4306,122.7639,50.2705,12.959,3.2119,2.3985,2.236,3.379,3.1185,3.1785,3.1283,3.0271,1.4702,0.244
1807.7688,85.615,168.4839,116.2734,50.2991,13.1885,3.2213,2.3997,2.3174,3.827,3.2904,3.3619,3.2971,3.0461,1.5114,0.2281
1807.9212,85.3704,168.5975,111.3052,50.3275,13.159,3.2307,2.3988,2.3207,4.077,3.3381,3.332,3.2819,2.766,1.3877,0.2201
1808.0736,85.7086,168.6249,111.7368,50.3558,12.8638,3.2401,2.4121,2.3721,4.2742,3.3654,3.3353,3.3279,2.7441,1.3821,0.215
1808.226,86.5857,168.8332,109.2614,50.3839,12.633,3.2495,2.4236,2.4722,4.8161,3.7224,3.6446,3.6471,3.0128,2.0869,0.2035
1808.3784,86.6306,171.1113,106.6575,50.4118,12.6083,3.259,2.4268,2.448,4.3751,3.5752,3.5111,3.4963,2.9663,3.242,0.1901
1808.5308,88,170.8761,105.0342,50.4396,12.6551,3.2684,2.4278,2.2723,3.6446,3.2719,3.228,3.1843,3.0716,3.0433,0.1854
1808.6832,87.8328,172.4648,109.1034,50.4673,12.7434,3.2778,2.4382,2.0866,3.0743,2.8876,2.9187,2.899,2.867,2.9136,0.2018
1808.8356,88.2176,173.6141,121.9541,50.4947,12.7864,3.2872,2.4443,2.1093,2.9077,2.7263,2.7503,2.7235,2.6383,2.6728,0.2418
1808.988,88.8304,176.9814,133.0524,50.522,12.7882,3.2966,2.4488,2.0714,2.6706,2.5347,2.5385,2.5143,2.3753,2.5348,0.2879
1809.1404,88.5917,181.0215,138.5776,50.5492,12.7176,3.306,2.4566,2.0996,2.6713,2.4639,2.4659,2.4094,2.1754,2.467,0.3149
1809.2928,88.1483,183.5896,132.4633,50.5762,12.6196,3.3155,2.4582,2.1867,2.9489,2.7128,2.709,2.6282,2.7266,2.6412,0.3136
1809.4452,88.4714,184.905,127.1543,50.603,12.6901,3.3249,2.4688,2.2046,2.9922,2.7533,2.7512,2.6679,2.7682,2.8234,0.2771
1809.5976,88.2785,184.0441,125.0857,50.6297,12.7225,3.3343,2.4671,2.0609,2.9168,2.7682,2.7912,2.7105,2.7839,2.9154,0.2466
1809.75,88.3868,183.2378,126.2422,50.6563,12.7274,3.3437,2.4538,2.0506,2.919,2.788,2.8309,2.7136,2.8013,2.9234,0.2155
1809.9024,87.74,183.7702,123.2559,50.6827,12.6888,3.3532,2.424,2.0569,2.9028,2.8194,2.8443,2.7292,2.8146,2.9936,0.2123
1810.0548,87.3097,182.8074,121.1273,50.7089,12.6648,3.3626,2.3927,2.0388,2.839,2.7825,2.8144,2.7003,2.7775,1.7589,0.1991
1810.2072,87.3097,182.7232,124.185,50.735,12.7547,3.372,2.3932,2.0338,2.789,2.6777,2.7558,2.6426,2.7092,1.0445,0.1842
1810.3596,87.4679,182.1118,129.6433,50.761,12.7248,3.3814,2.4118,1.9807,2.6962,2.6697,2.7896,2.7011,2.7158,1.0055,0.1866
1810.512,88.6501,182.7866,134.5819,50.7868,12.8182,3.3909,2.4237,1.9205,2.5191,2.521,2.6199,2.5432,2.5558,1.4439,0.2107
1810.6644,89.1457,183.6976,135.796,50.8125,12.8259,3.4003,2.415,1.8065,2.2257,2.2298,2.3057,2.2357,2.253,2.3014,0.2514
1810.8168,89.4165,183.5122,136.6599,50.838,12.9095,3.4097,2.3929,1.705,2.1727,2.1699,2.245,2.1861,2.1987,2.2522,0.2814
1810.9692,90.2474,183.4097,133.4896,50.8634,12.9298,3.4191,2.3747,1.67,2.1508,2.1442,2.2042,2.1332,2.1495,2.2771,0.2665
1811.1216,91.5127,182.9229,128.3007,50.8886,12.9634,3.4286,2.37,1.7242,2.3192,2.2314,2.2662,2.191,2.1644,2.3045,0.2603
1811.274,91.5127,182.1511,123.6119,50.9137,12.9699,3.438,2.3608,1.7768,2.4961,2.3691,2.3721,2.285,2.1727,2.3345,0.2392
1811.4264,91.0532,182.3744,121.9101,50.9387,13.1789,3.4474,2.3418,1.8192,2.635,2.4413,2.4315,2.3274,2.1296,1.6626,0.2271
1811.5788,90.1242,180.5872,120.1033,50.9635,13.3467,3.4569,2.3362,1.8456,2.7765,2.5722,2.5853,2.4719,2.3392,1.4745,0.2198
1811.7312,89.3851,180.0916,117.7471,50.9882,13.196,3.4663,2.3509,1.8984,3.1247,2.8744,2.9017,2.7732,2.7007,1.3659,0.2174
