$Csv,:,,02_97_DD_1X,Lam,Son,JOC,,,

Depth,DTCO3,DTSH5,ECGR,HAZI,HCAL,HDEVI,RHOZ,RLA1,RLA2,RLA3,RLA4,RLA5,RT_HRLT,RXOZ,TNPH
M,us/ft,.,GAPI,.,in,.,g/cm3,ohm.m,ohm.m,ohm.m,ohm.m,ohm.m,ohm.m,ohm.m,v/v
1448.2572,104.0981,206.5658,109.5864,224.312,12.6041,0.6538,2.1596,2.3234,4.5295,4.6232,5.3441,5.7719,7.0783,0.5786,0.3414
1448.4096,104.5677,199.6214,107.0284,224.3886,12.6803,0.6547,2.1648,2.3539,4.3977,4.6644,5.1187,5.4353,6.5001,0.5725,0.339
1448.562,104.7817,187.9185,104.0837,224.4649,12.6496,0.6557,2.2196,2.2812,4.31,4.7086,5.0321,5.2818,6.3251,0.589,0.3165
1448.7144,104.6433,184.5422,103.9649,224.541,12.4277,0.6567,2.3377,2.1128,4.4844,5.279,5.8755,6.0922,7.8228,0.8486,0.2923
1448.8668,104.5251,180.3098,103.477,224.6168,12.342,0.6576,2.4486,2.7806,9.0354,11.1233,13.142,13.853,18.4856,1.8319,0.2506
1449.0192,80.0216,174.1856,101.4765,224.6925,12.3095,0.6586,2.4747,3.1702,14.1811,16.0715,20.1559,22.8187,32.7317,4.7997,0.2131
1449.1716,79.0648,168.7937,103.1347,224.7679,12.2236,0.6596,2.429,3.0962,9.7231,10.7164,13.002,14.7467,20.4752,1.3296,0.2021
1449.324,78.3544,157.9595,105.0569,224.8431,12.2937,0.6605,2.3682,2.717,4.3766,4.4623,4.9969,5.4493,6.5987,0.8945,0.2214
1449.4764,78.1929,153.5648,108.6058,224.9181,12.358,0.6615,2.3718,2.9105,4.7288,4.8154,5.6183,5.9523,7.4122,0.9025,0.235
1449.6288,78.3967,144.4369,108.9545,224.9929,12.3147,0.6625,2.4159,3.3925,7.6358,7.1079,8.2822,8.9465,11.308,1.6529,0.2291
1449.7812,82.2714,146.5881,107.5111,225.0674,12.2171,0.6635,2.4748,3.5138,11.8378,9.7116,11.6778,13.2155,18.4293,2.6431,0.2091
1449.9336,83.8283,149.8512,104.0039,225.1417,12.1735,0.6644,2.4892,3.531,13.5115,11.2205,13.4989,15.8181,22.4999,4.3374,0.1987
1450.086,86.0027,149.9763,102.6637,225.2158,12.2085,0.6654,2.4309,3.1426,7.4432,8.4666,10.7603,13.6666,19.7302,1.7456,0.205
1450.2384,98.3587,163.3977,109.9812,225.2897,12.2703,0.6664,2.3243,2.0984,2.4914,2.7425,3.2061,3.9004,5.1583,0.9177,0.2509
1450.3908,98.7039,175.0124,109.6974,225.3633,12.4052,0.6674,2.2275,1.8887,2.0571,2.1681,2.5523,2.9721,3.8219,0.6146,0.3142
1450.5432,101.0277,174.6907,112.1702,225.4368,12.655,0.6684,2.1754,1.8692,2.1105,2.2405,2.5792,2.9596,3.743,0.6068,0.3538
1450.6956,101.7999,180.0407,112.2383,225.51,12.937,0.6693,2.1671,1.7797,2.1912,2.1993,2.5231,2.842,3.4282,0.6291,0.3643
1450.848,101.6187,192.1635,119.6201,225.5831,13.0064,0.6703,2.1732,1.6099,2.2301,2.2396,2.477,2.7494,3.2134,0.6828,0.374
1451.0004,103.5376,196.6497,121.719,225.6559,13.1212,0.6713,2.1821,1.5435,2.2734,2.2867,2.4811,2.7308,3.151,0.7214,0.3909
1451.1528,103.7706,205.1772,119.507,225.7285,13.1251,0.6723,2.1825,1.4965,2.1428,2.3025,2.4381,2.659,3.1666,0.7613,0.378
1451.3052,104.7265,208.4702,117.5654,225.8009,13.1677,0.6733,2.1794,1.4648,2.0049,2.2647,2.3957,2.5961,3.2167,0.7286,0.358
1451.4576,104.7265,210.5935,118.0742,225.873,13.2014,0.6743,2.1782,1.4319,1.8469,2.0961,2.3204,2.489,3.191,0.7844,0.3446
1451.61,104.826,210.4124,119.4666,225.945,13.2657,0.6753,2.1767,1.4496,1.855,2.0863,2.3969,2.5562,3.3404,0.7842,0.3624
1451.7624,104.7551,210.0676,120.6894,226.0167,13.1537,0.6762,2.1697,1.4547,1.8284,2.038,2.3836,2.5499,3.3554,0.8148,0.3729
1451.9148,104.8747,207.703,120.9662,226.0883,13.0105,0.6772,2.167,1.4515,1.751,1.9393,2.2912,2.4642,3.2532,0.7624,0.3707
1452.0672,104.7094,207.7965,124.6527,226.1596,12.9493,0.6782,2.1723,1.4571,1.6959,1.8885,2.2411,2.4393,3.2394,0.778,0.371
1452.2196,105.0664,207.9882,124.9648,226.2307,12.8603,0.6792,2.1798,1.4709,1.6649,1.8712,2.2152,2.4419,3.2535,0.7802,0.3799
1452.372,104.9859,207.7303,124.5017,226.3016,12.7495,0.6802,2.1804,1.5117,1.6744,1.8833,2.2039,2.4633,3.2619,0.8057,0.3651
1452.5244,104.5045,207.3029,119.5714,226.3723,12.7354,0.6812,2.1724,1.5479,1.6755,1.8539,2.137,2.4078,3.1343,0.7579,0.3576
1452.6768,104.3539,207.3029,120.5586,226.4428,12.7721,0.6822,2.1688,1.5418,1.6425,1.7976,2.0607,2.319,2.9879,0.755,0.3444
1452.8292,104.1743,205.5621,119.472,226.5131,12.822,0.6832,2.1725,1.5604,1.6652,1.8032,2.0546,2.3097,2.9434,0.7614,0.3463
1452.9816,103.51,203.7223,116.0887,226.5832,12.8208,0.6842,2.1804,1.5656,1.6598,1.7723,2.0098,2.2462,2.8276,0.811,0.3548
1453.134,103.0737,203.7223,110.0589,226.6531,12.7868,0.6852,2.1815,1.5405,1.605,1.7182,1.9344,2.1577,2.7033,0.8095,0.3667
1453.2864,102.0121,201.296,107.52,226.7228,12.7437,0.6862,2.1815,1.5061,1.4936,1.6014,1.8,1.9909,2.4903,0.7509,0.3525
1453.4388,101.8399,201.4439,112.0437,226.7923,12.6434,0.6872,2.1869,1.467,1.4329,1.5449,1.7269,1.8985,2.3714,0.7234,0.3399
1453.5912,100.4454,198.0112,115.0031,226.8615,12.5484,0.6882,2.2035,1.5407,1.5384,1.6708,1.8672,2.036,2.5499,0.7068,0.323
1453.7436,100.3318,193.7551,119.1246,226.9306,12.4936,0.6892,2.214,1.5583,1.6098,1.7548,1.9541,2.1182,2.65,0.7766,0.3135
1453.896,99.8657,193.8819,116.9274,226.9995,12.4682,0.6902,2.2179,1.5546,1.6831,1.8384,2.0369,2.1805,2.7118,0.7883,0.304
1454.0484,98.2939,189.8743,118.6565,227.0681,12.4528,0.6912,2.2163,1.5365,1.6376,1.7811,1.9525,2.0686,2.5336,0.7675,0.3084
1454.2008,97.7279,187.7456,118.0756,227.1366,12.4486,0.6922,2.2194,1.5175,1.5679,1.7031,1.825,1.9068,2.2927,0.7188,0.3202
1454.3532,97.7293,187.7456,117.4813,227.2049,12.4065,0.6932,2.2271,1.4349,1.4668,1.5913,1.6826,1.7525,2.0764,0.6542,0.3291
1454.5056,96.4399,185.0588,114.9792,227.273,12.3441,0.6942,2.2367,1.386,1.4237,1.5346,1.6167,1.6794,1.9577,0.6923,0.3274
1454.658,97.3877,183.8306,113.3771,227.3409,12.3644,0.6952,2.2427,1.5437,1.6205,1.731,1.8279,1.8952,2.1738,0.7395,0.317
1454.8104,96.6092,182.1452,112.5278,227.4086,12.3731,0.6962,2.2404,1.6259,1.6782,1.7723,1.8453,1.9154,2.1194,0.807,0.2866
1454.9628,96.0758,182.1452,110.773,227.476,12.4156,0.6973,2.2379,1.7227,1.7358,1.806,1.874,1.9429,2.0236,0.7585,0.2744
1455.1152,94.574,177.7015,110.6978,227.5433,12.4802,0.6983,2.2412,1.7883,1.7217,1.8027,1.8502,1.9184,1.921,0.8725,0.2605
1455.2676,91.9841,175.5271,114.3145,227.6104,12.4863,0.6993,2.2651,1.8468,1.922,1.9923,2.0671,2.142,2.3041,0.9281,0.2776
1455.42,91.4344,170.1308,113.1644,227.6773,12.4866,0.7003,2.2897,1.9288,2.077,2.1665,2.2392,2.3165,2.513,1.2108,0.2792
1455.5724,86.6472,166.6567,111.9021,227.744,12.4786,0.7013,2.3215,2.1123,2.5573,2.63,2.7495,2.8601,3.0747,1.3666,0.2687
1455.7248,85.9308,161.3785,106.7896,227.8106,12.4321,0.7023,2.3353,2.3246,3.0454,3.1142,3.2498,3.4204,3.6582,2.0181,0.2449
1455.8772,85.4884,159.222,107.5049,227.8769,12.4447,0.7033,2.3418,2.3367,2.8543,2.839,2.9982,3.1806,3.3418,1.8245,0.2334
1456.0296,85.7551,157.7565,108.1304,227.943,12.426,0.7044,2.3293,2.4234,3.0197,2.9296,3.0738,3.2818,3.3871,2.5638,0.236
1456.182,85.4425,157.7565,107.9834,228.0089,12.3882,0.7054,2.3203,2.5758,3.32,3.145,3.3651,3.6465,3.8328,2.015,0.241
1456.3344,87.6124,156.3428,107.6503,228.0747,12.3966,0.7064,2.3036,2.1777,2.2769,2.1582,2.2772,2.4486,2.5008,1.9108,0.2592
1456.4868,92.1439,160.4322,108.1089,228.1403,12.3914,0.7074,2.2856,1.9146,1.8899,1.9113,2.0465,2.2309,2.4479,0.9584,0.2675
1456.6392,96.0027,164.0408,111.6831,228.2056,12.3906,0.7084,2.2507,1.2872,1.294,1.3045,1.4021,1.5472,1.7067,0.7696,0.2836
1456.7916,96.0027,163.9863,113.408,228.2708,12.4244,0.7095,2.2222,1.1573,1.1869,1.2022,1.2693,1.3795,1.5461,0.5619,0.3071
1456.944,99.9388,180.148,113.5391,228.3358,12.5081,0.7105,2.1984,1.0033,1.0865,1.1204,1.1787,1.2765,1.4439,0.5135,0.3382
1457.0964,100.8006,185.9418,113.0393,228.4006,12.6211,0.7115,2.1921,0.844,0.9587,0.9915,1.0383,1.1177,1.2727,0.4188,0.3434
1457.2488,102.8961,195.6255,116,228.4653,12.7209,0.7125,2.1869,0.7258,0.8495,0.8756,0.9098,0.9703,1.1074,0.3914,0.3421
1457.4012,103.7712,201.1843,119.8239,228.5297,12.7845,0.7136,2.1816,0.7083,0.8282,0.8626,0.8965,0.9503,1.0911,0.3687,0.3371
1457.5536,104.6026,210.542,123.6816,228.594,12.8335,0.7146,2.1697,0.6927,0.7993,0.8463,0.8782,0.9257,1.0733,0.3293,0.3474
1457.706,105.689,213.5927,124.6432,228.658,12.9041,0.7156,2.1611,0.604,0.6979,0.7517,0.7877,0.83,0.9837,0.2725,0.3734
1457.8584,105.9412,215.2825,122.0802,228.7219,12.9471,0.7166,2.1597,0.5243,0.605,0.6538,0.6937,0.7289,0.87,0.2521,0.4
1458.0108,106.1713,219.0539,119.9597,228.7856,12.9277,0.7177,2.1641,0.5298,0.6023,0.6559,0.7028,0.7368,0.8842,0.2876,0.3987
1458.1632,106.289,220.3996,117.7606,228.8491,12.8215,0.7187,2.1688,0.5706,0.6531,0.7193,0.7807,0.8212,1.0013,0.3484,0.4035
1458.3156,106.1725,222.0635,117.8912,228.9125,12.7515,0.7197,2.1677,0.5388,0.6249,0.6943,0.7607,0.8063,0.9974,0.3729,0.3874
1458.468,106.0535,222.2125,115.8047,228.9756,12.6985,0.7208,2.1658,0.5226,0.6127,0.6828,0.7526,0.8009,1.0003,0.3561,0.3664
1458.6204,106.0721,223.0821,116.0389,229.0386,12.675,0.7218,2.1643,0.521,0.6084,0.6828,0.7576,0.8164,1.027,0.3001,0.3385
1458.7728,105.9634,222.8924,116.5355,229.1014,12.6786,0.7228,2.1694,0.5049,0.5773,0.6507,0.7219,0.7848,0.9848,0.2679,0.3306
1458.9252,105.8384,222.8924,117.224,229.164,12.6756,0.7239,2.1787,0.5019,0.5662,0.6367,0.705,0.7736,0.9643,0.2422,0.3234
1459.0776,106.9265,222.599,115.8784,229.2265,12.7229,0.7249,2.1884,0.5025,0.5613,0.6218,0.6881,0.7614,0.9382,0.2425,0.3208
1459.23,110.1332,222.529,119.0916,229.2887,12.7248,0.7259,2.1898,0.5071,0.5644,0.6197,0.684,0.7641,0.9342,0.2395,0.3106
1459.3824,105.2764,222.7207,122.4567,229.3508,12.7278,0.727,2.1875,0.5149,0.5794,0.6319,0.6957,0.7847,0.9573,0.2409,0.3229
1459.5348,107.6763,222.7207,125.8678,229.4127,12.7354,0.728,2.1799,0.5217,0.5894,0.6431,0.7049,0.8005,0.9769,0.2447,0.3297
1459.6872,107.6763,222.6736,125.1965,229.4744,12.7163,0.729,2.1723,0.5102,0.5764,0.6297,0.6885,0.7869,0.9602,0.2401,0.3345
1459.8396,110.0204,222.4397,122.6633,229.536,12.726,0.7301,2.1641,0.4977,0.5614,0.6177,0.6759,0.7793,0.9548,0.2372,0.3161
1459.992,111.1209,222.3791,121.7821,229.5974,12.7459,0.7311,2.1569,0.4751,0.5337,0.5877,0.6417,0.7427,0.907,0.2426,0.3075
1460.1444,108.4981,222.2539,118.4741,229.6586,12.7941,0.7322,2.1602,0.4628,0.5214,0.5707,0.6236,0.7209,0.8774,0.275,0.3235
1460.2968,108.6995,222.0711,116.0297,229.7196,12.7826,0.7332,2.1581,0.4974,0.5626,0.6186,0.6769,0.7823,0.9564,0.3243,0.3386
1460.4492,112.6549,223.3978,111.6899,229.7805,12.7621,0.7343,2.162,0.5143,0.5771,0.6298,0.6873,0.7915,0.9607,0.3679,0.3521
1460.6016,109.0639,224.345,108.8293,229.8411,12.7718,0.7353,2.155,0.514,0.575,0.6277,0.6842,0.7852,0.9511,0.3672,0.3482
1460.754,109.3633,225.4798,109.1615,229.9017,12.7689,0.7363,2.153,0.4973,0.5564,0.6079,0.6603,0.7544,0.9107,0.3313,0.3609
1460.9064,109.1296,225.8615,108.8829,229.962,12.7377,0.7374,2.1599,0.4929,0.5493,0.5996,0.6503,0.7388,0.8902,0.3178,0.3675
1461.0588,106.4096,225.3481,111.126,230.0222,12.6987,0.7384,2.1713,0.5,0.5592,0.6169,0.6703,0.7598,0.9227,0.2903,0.373
1461.2112,106.1741,225.3481,114.1701,230.0822,12.7212,0.7395,2.1806,0.4638,0.5139,0.5641,0.6125,0.69,0.8305,0.282,0.3716
1461.3636,106.2577,224.9188,116.4364,230.142,12.5439,0.7405,2.1836,0.4615,0.5174,0.5672,0.6173,0.6917,0.8354,0.269,0.3543
1461.516,106.2577,224.2134,115.3954,230.2017,12.4605,0.7416,2.1875,0.4641,0.5228,0.5753,0.6276,0.7003,0.8498,0.2621,0.3379
1461.6684,106.284,223.9399,111.3734,230.2612,12.4061,0.7426,2.1894,0.4463,0.5065,0.5606,0.6117,0.6785,0.8281,0.2593,0.3253
1461.8208,105.923,223.2986,107.7004,230.3205,12.3227,0.7437,2.1841,0.4466,0.5089,0.566,0.6192,0.6878,0.8432,0.2552,0.3332
1461.9732,104.8703,223.13,107.5402,230.3796,12.3203,0.7447,2.1765,0.4414,0.5025,0.5584,0.6105,0.6745,0.8255,0.2548,0.3392
1462.1256,104.8703,223.2973,108.7677,230.4386,12.3629,0.7458,2.1729,0.4329,0.4924,0.5483,0.6002,0.6609,0.8098,0.2538,0.3348
1462.278,104.1143,222.904,110.3376,230.4974,12.3784,0.7468,2.1745,0.4356,0.4982,0.5576,0.6108,0.6718,0.8269,0.248,0.3236
1462.4304,102.8239,222.1866,112.6281,230.5561,12.4335,0.7479,2.1796,0.4343,0.4931,0.5497,0.6009,0.6586,0.8055,0.2537,0.3054
1462.5828,102.1435,219.1109,113.4107,230.6146,12.458,0.7489,2.1921,0.436,0.4973,0.5542,0.6069,0.6645,0.8136,0.262,0.296
1462.7352,102.0865,216.8782,113.7063,230.6729,12.666,0.75,2.2115,0.4257,0.4866,0.5397,0.591,0.6471,0.7887,0.2669,0.2938
1462.8876,101.672,215.3174,109.4545,230.7311,12.8106,0.751,2.24,0.4192,0.4759,0.5229,0.5716,0.6244,0.7543,0.2751,0.2942
1463.04,101.9701,215.0969,107.5147,230.7891,12.8237,0.7521,2.261,0.438,0.4915,0.5401,0.5906,0.6442,0.7743,0.274,0.3008
1463.1924,102.0723,215.0969,109.3935,230.8469,12.826,0.7532,2.2583,0.4377,0.4817,0.5259,0.5741,0.6259,0.7436,0.2636,0.3044
1463.3448,102.1847,216.8273,111.6862,230.9046,12.9363,0.7542,2.2319,0.4046,0.4423,0.4826,0.5256,0.572,0.6749,0.2544,0.329
1463.4972,103.4872,217.632,111.4413,230.9621,13.1545,0.7553,2.1949,0.4011,0.4382,0.4773,0.5186,0.5632,0.6624,0.2818,0.3385
1463.6496,105.2105,219.7727,109.0459,231.0195,13.1267,0.7563,2.1633,0.4583,0.4975,0.5408,0.5863,0.6351,0.7471,0.3455,0.3666
1463.802,106.0205,223.161,108.0626,231.0767,13.1203,0.7574,2.1435,0.4982,0.5354,0.5807,0.628,0.6794,0.7983,0.4159,0.3511
1463.9544,110.4468,223.161,110.6373,231.1337,13.1126,0.7585,2.1338,0.4767,0.5114,0.5541,0.598,0.6457,0.7566,0.4154,0.3396
1464.1068,113.9284,233.1681,111.5414,231.1906,13.0784,0.7595,2.1448,0.4643,0.5015,0.5443,0.5867,0.6336,0.7435,0.3786,0.326
1464.2592,118.9013,228.1748,113.4537,231.2473,12.9391,0.7606,2.1555,0.4642,0.5015,0.5475,0.5917,0.6388,0.7529,0.3184,0.3177
1464.4116,118.9013,234.4245,111.651,231.3038,12.9507,0.7616,2.1678,0.4503,0.4821,0.5282,0.5717,0.6166,0.7263,0.285,0.3218
1464.564,106.8205,234.3982,109.6441,231.3602,12.9714,0.7627,2.1647,0.4487,0.4864,0.5312,0.5779,0.6232,0.7356,0.2558,0.3044
1464.7164,106.5962,237.9396,106.7679,231.4165,12.9694,0.7638,2.1682,0.4522,0.4874,0.5258,0.5722,0.6155,0.721,0.2507,0.3279
1464.8688,105.9914,234.2717,105.8018,231.4726,12.9694,0.7648,2.1782,0.472,0.5093,0.5499,0.5993,0.6432,0.7557,0.2429,0.3546
1465.0212,104.8644,232.0786,105.5314,231.5285,12.9854,0.7659,2.1934,0.4685,0.5056,0.5456,0.5919,0.6346,0.7442,0.2428,0.3964
1465.1736,104.4001,226.7683,106.3832,231.5843,13.0222,0.767,2.2063,0.4717,0.5111,0.5528,0.5987,0.6374,0.7503,0.2448,0.3725
1465.326,103.9875,223.6328,110.6346,231.6399,13.0136,0.768,2.2144,0.4836,0.5272,0.5707,0.6202,0.657,0.7771,0.2613,0.3552
1465.4784,110.2141,223.4905,114.2381,231.6954,13.0532,0.7691,2.2176,0.49,0.5317,0.5768,0.6266,0.6601,0.7817,0.2693,0.3478
1465.6308,102.7613,221.3397,116.1537,231.7507,13.0929,0.7702,2.2179,0.486,0.5315,0.5791,0.631,0.6606,0.7875,0.2851,0.3249
1465.7832,102.7929,220.6568,115.3362,231.8058,13.0926,0.7712,2.218,0.486,0.537,0.5873,0.6406,0.6689,0.8021,0.284,0.3135
1465.9356,102.3232,220.0916,112.5409,231.8608,12.9689,0.7723,2.2203,0.4637,0.5154,0.566,0.6174,0.6433,0.7738,0.2782,0.3099
1466.088,101.894,218.2475,111.2788,231.9157,12.9078,0.7734,2.2157,0.456,0.5064,0.5562,0.5991,0.6236,0.7457,0.2716,0.3328
1466.2404,101.5198,218.5349,108.2664,231.9704,12.6865,0.7745,2.2028,0.4646,0.5173,0.5694,0.6037,0.6293,0.7498,0.2861,0.3426
1466.3928,99.8197,217.4578,108.5078,232.0249,12.675,0.7755,2.1891,0.4616,0.5163,0.568,0.5958,0.6228,0.7395,0.3174,0.321
1466.5452,99.1285,213.3591,109.4335,232.0793,12.6071,0.7766,2.1873,0.4493,0.5101,0.5551,0.5799,0.6055,0.7169,0.3211,0.3105
1466.6976,99.1285,207.7862,113.5418,232.1336,12.5999,0.7777,2.1949,0.4486,0.5161,0.5511,0.5751,0.5984,0.704,0.3135,0.2979
1466.85,97.5902,203.6622,115.7532,232.1877,12.5995,0.7788,2.205,0.4683,0.5244,0.5571,0.5832,0.6062,0.7027,0.294,0.2828
1467.0024,97.7794,196.962,110.8884,232.2397,12.5536,0.7798,2.2111,0.4947,0.5307,0.566,0.5935,0.6153,0.702,0.2845,0.2711
1467.1548,95.8664,187.4328,106.2261,232.269,12.4939,0.7806,2.2344,0.482,0.5005,0.5376,0.5673,0.5875,0.6663,0.2839,0.2576
1467.3072,80.693,177.2973,101.3627,232.2914,12.5937,0.7813,2.2904,0.4606,0.4753,0.5143,0.5456,0.5637,0.6411,0.3142,0.247
1467.4596,82.3393,168.6376,103.0549,232.3137,12.5178,0.782,2.3837,0.5787,0.5995,0.6464,0.6922,0.7128,0.8171,0.4782,0.2293
1467.612,98.4473,164.5759,99.8863,232.3361,12.286,0.7827,2.4696,1.0491,1.05,1.1538,1.2539,1.2955,1.5638,0.9251,0.2033
1467.7644,87.0174,162.1657,99.5103,232.3584,12.2715,0.7834,2.5039,1.3075,1.2282,1.3295,1.4521,1.513,1.6936,1.9535,0.1883
1467.9168,90.341,161.7478,96.9139,232.3806,12.2777,0.7842,2.4741,1.0915,1.0433,1.1272,1.2334,1.2919,1.5073,1.4858,0.1965
1468.0692,102.5758,152.2695,98.0047,232.4028,12.3105,0.7849,2.4059,0.8881,0.8675,0.9334,1.021,1.072,1.2499,1.0606,0.2183
1468.2216,101.001,154.2265,100.203,232.425,12.4637,0.7856,2.3273,0.781,0.7647,0.819,0.8935,0.9396,1.0706,0.7455,0.2432
1468.374,85.3215,158.0211,104.3542,232.4471,12.5898,0.7863,2.2568,0.7173,0.7053,0.7485,0.8095,0.8464,0.9327,0.5832,0.2679
1468.5264,90.2433,162.087,102.9389,232.4692,12.7977,0.787,2.2114,0.6846,0.6985,0.7137,0.7669,0.7966,0.8598,0.4645,0.2907
1468.6788,91.2682,169.7732,103.5108,232.4913,12.9326,0.7877,2.1945,0.6696,0.691,0.6926,0.7352,0.7603,0.7969,0.4029,0.3083
1468.8312,92.522,170.9824,104.572,232.5133,12.9974,0.7884,2.1999,0.6465,0.6822,0.6811,0.7104,0.729,0.7598,0.3473,0.3162
1468.9836,93.0801,175.8453,108.1551,232.5352,13.0786,0.7891,2.2174,0.6525,0.6864,0.6916,0.7119,0.7265,0.749,0.3342,0.308
1469.136,92.6399,176.1654,107.82,232.5572,13.122,0.7899,2.2373,0.6799,0.7091,0.729,0.7444,0.7511,0.7753,0.3338,0.3055
1469.2884,89.9343,177.0896,110.3538,232.5791,13.1267,0.7906,2.266,0.7084,0.7357,0.7688,0.7906,0.7909,0.8288,0.3571,0.309
1469.4408,86.8252,173.6646,109.6927,232.6009,13.0024,0.7913,2.3038,0.7288,0.7553,0.7988,0.8368,0.8263,0.8862,0.4042,0.2979
1469.5932,86.8252,171.3475,109.0099,232.6227,12.8247,0.792,2.3462,0.7742,0.7991,0.8536,0.9054,0.8873,0.9702,0.5076,0.2739
1469.7456,81.9361,168.9904,102.5384,232.6445,12.5152,0.7927,2.3682,0.8537,0.8753,0.9551,1.0319,1.0022,1.1503,0.5584,0.2419
1469.898,80.1823,154.9165,98.38,232.6662,12.3803,0.7934,2.3595,0.8053,0.8296,0.9129,0.9916,0.9607,1.1448,0.5721,0.2362
1470.0504,80.4173,151.4325,100.6518,232.6879,12.4245,0.7941,2.3436,0.7841,0.8383,0.9316,1.0132,0.9824,1.1877,0.5065,0.2399
1470.2028,80.6519,151.4325,99.1127,232.7096,12.4109,0.7949,2.3333,0.7851,0.8609,0.9648,1.0445,1.0163,1.2421,0.509,0.253
1470.3552,81.1301,150.8053,104.1155,232.7312,12.4572,0.7956,2.3138,0.8002,0.8781,0.9778,1.0444,1.0223,1.2323,0.4455,0.2584
1470.5076,86.7322,158.0689,105.1613,232.7528,12.3161,0.7963,2.2708,0.7849,0.8833,0.9711,1.0216,1.0053,1.1945,0.3798,0.2676
1470.66,91.369,171.4793,110.5785,232.7743,12.3948,0.797,2.2219,0.7291,0.8244,0.8833,0.9205,0.9084,1.0467,0.3003,0.2854
1470.8124,95.8802,177.4303,112.5659,232.7958,12.5786,0.7977,2.1973,0.7009,0.7683,0.7989,0.8224,0.8116,0.8921,0.2792,0.3059
1470.9648,97.6464,185.5828,114.3064,232.8173,12.7735,0.7984,2.2045,0.7198,0.7666,0.7858,0.8051,0.7946,0.8263,0.2877,0.3176
1471.1172,98.3065,205.6942,119.7418,232.8387,13.0122,0.7991,2.2073,0.7527,0.767,0.781,0.7952,0.7844,0.7886,0.3126,0.342
1471.2696,97.0283,209.2506,136.2079,232.8601,13.2129,0.7999,2.2152,0.6927,0.6842,0.6943,0.7051,0.6968,0.6955,0.2982,0.3592
1471.422,95.7164,208.6806,152.4865,232.8815,13.3939,0.8006,2.2378,0.8406,0.8466,0.855,0.8695,0.8599,0.856,0.2543,0.3801
1471.5744,97.2846,209.2795,161.8248,232.9028,12.9052,0.8013,2.3405,1.269,1.268,1.3075,1.3433,1.3317,1.3293,0.2761,0.3737
1471.7268,97.7582,209.0383,150.2604,232.924,12.6414,0.802,2.4264,1.5965,1.7613,1.828,1.9015,1.9019,2.0531,0.5071,0.3446
1471.8792,98.0733,209.881,134.6161,232.9453,12.6334,0.8027,2.4485,1.7462,1.897,1.9769,2.0803,2.1098,2.3184,1.1045,0.3204
1472.0316,99.5471,208.854,121.8681,232.9665,12.5443,0.8034,2.3445,1.682,1.6078,1.6716,1.7769,1.8222,1.8441,0.758,0.3338
1472.184,100.0282,205.9446,121.3072,232.9876,12.5977,0.8041,2.2333,0.9833,0.8978,0.9052,0.9457,0.9715,0.9349,0.4089,0.3478
1472.3364,100.0282,205.7869,122.2235,233.0087,12.6153,0.8049,2.1618,0.7521,0.6974,0.6978,0.7239,0.7373,0.7184,0.292,0.3428
1472.4888,101.3976,205.9785,114.7958,233.0298,12.7269,0.8056,2.1469,0.6785,0.6634,0.6524,0.6771,0.6852,0.6714,0.2586,0.3472
1472.6412,102.1624,208.8453,110.5971,233.0509,12.7681,0.8063,2.1483,0.6545,0.6576,0.6508,0.6698,0.6761,0.6694,0.2557,0.3293
1472.7936,103.8851,211.7454,108.8532,233.0719,12.8675,0.807,2.1546,0.6157,0.6685,0.6626,0.6756,0.681,0.7038,0.2657,0.3368
1472.946,103.8851,216.7499,113.8367,233.0928,13.0284,0.8077,2.163,0.6205,0.6932,0.6949,0.7039,0.7085,0.7514,0.266,0.3187
1473.0984,104.4151,218.767,115.8793,233.1138,13.2667,0.8084,2.1646,0.5986,0.6669,0.6884,0.6957,0.6999,0.7655,0.2587,0.3332
1473.2508,105.4131,221.2714,119.6317,233.1347,13.3452,0.8092,2.1565,0.562,0.6109,0.6464,0.6572,0.6588,0.7292,0.2371,0.3408
1473.4032,105.3844,222.6725,121.1922,233.1555,13.2783,0.8099,2.1511,0.5559,0.5973,0.6337,0.6541,0.6545,0.729,0.2283,0.3112
1473.5556,105.6538,222.4575,119.8544,233.1764,13.1567,0.8106,2.1478,0.5493,0.5846,0.6193,0.651,0.65,0.7314,0.2213,0.298
1473.708,105.6411,222.5323,115.802,233.1971,13.0901,0.8113,2.1477,0.5405,0.5774,0.6143,0.6569,0.6576,0.7568,0.2224,0.3025
1473.8604,105.5745,222.7063,112.531,233.2179,13.0253,0.812,2.1429,0.518,0.5616,0.6013,0.6486,0.6545,0.7667,0.2218,0.3331
1474.0128,105.4359,222.7063,111.2453,233.2386,12.9679,0.8127,2.141,0.5083,0.5559,0.5983,0.6459,0.6564,0.7748,0.2229,0.3541
1474.1652,105.0135,222.8754,112.5734,233.2593,12.8939,0.8135,2.1418,0.4921,0.5461,0.5928,0.6389,0.6574,0.7832,0.2179,0.3363
1474.3176,104.6422,223.0034,112.7136,233.2799,12.8367,0.8142,2.1484,0.4804,0.5372,0.5838,0.6284,0.6539,0.7802,0.2177,0.3224
1474.47,104.4909,222.9052,115.3046,233.3005,12.8323,0.8149,2.1567,0.4599,0.5199,0.5669,0.6105,0.6421,0.7689,0.2185,0.3076
1474.6224,104.3325,222.7152,114.4361,233.3211,12.9373,0.8156,2.1588,0.445,0.5068,0.5525,0.5955,0.6309,0.756,0.2231,0.301
