$Ascii,:,02_97_DD_2X,Esstar,04/06/2018,,

Depth,DTCO3,DTSH3,DTSH6,ECGR,HAZI,HCAL,HDEVI,RHOZ,RLA1,RLA2,RLA3,RLA4,RLA5,RT_HRLT,RXOZ,TNPH
M,US/F,US/F,US/F,GAPI,Deg,IN,Deg,G/C3,OHMM,OHMM,OHMM,OHMM,OHMM,OHMM,OHMM,V/V
1307.4396,113.8604,-999.25,259.315,91.2469,71.0629,12.6074,0.017,2.104,0.3691,0.4559,0.5437,0.5815,0.5726,0.7611,0.2965,0.3868
1307.592,113.6578,-999.25,259.1055,86.8611,70.6049,12.563,0.0173,2.1094,0.3676,0.4491,0.5319,0.58,0.5778,0.7662,0.2973,0.397
1307.7444,113.5528,-999.25,258.7442,89.1666,70.1643,12.563,0.0177,2.1159,0.3693,0.447,0.5267,0.5775,0.5799,0.7645,0.3054,0.3958
1307.8968,113.6044,-999.25,257.9824,87.2766,69.7402,12.5963,0.018,2.1234,0.3722,0.448,0.5249,0.5785,0.5889,0.7755,0.3074,0.4008
1308.0492,113.932,-999.25,257.6595,91.0066,69.3318,12.637,0.0184,2.1307,0.3689,0.4413,0.5115,0.5622,0.5836,0.7602,0.3089,0.3933
1308.2016,113.7401,-999.25,257.0022,92.2874,68.9383,12.6962,0.0187,2.1305,0.3659,0.4333,0.4976,0.543,0.5737,0.7364,0.3035,0.3921
1308.354,114.1044,-999.25,256.3834,96.6377,68.5588,12.6888,0.019,2.1273,0.3684,0.4363,0.5011,0.5434,0.5813,0.7426,0.3046,0.3693
1308.5064,114.2848,-999.25,256.313,95.876,68.1928,12.7184,0.0194,2.12,0.3717,0.4417,0.5066,0.546,0.5921,0.7563,0.2961,0.3867
1308.6588,114.1877,-999.25,256.3193,90.0703,67.8394,12.4965,0.0197,2.1206,0.3676,0.4395,0.5027,0.5373,0.5883,0.7487,0.2989,0.3414
1308.8112,114.0584,-999.25,256.8344,86.7668,67.498,12.5075,0.0201,2.1209,0.3677,0.4415,0.5071,0.5419,0.5966,0.7628,0.2968,0.3403
1308.9636,114.2922,-999.25,257.6762,85.9238,67.1682,12.5852,0.0204,2.1151,0.3549,0.4321,0.4981,0.5327,0.594,0.7667,0.299,0.3708
1309.116,114.2863,-999.25,258.1465,87.9226,66.8492,12.5741,0.0208,2.108,0.3489,0.4171,0.4741,0.5008,0.5502,0.691,0.29,0.3951
1309.2684,114.1798,-999.25,257.9615,91.6617,66.5407,12.6518,0.0211,2.1027,0.336,0.4072,0.4615,0.4864,0.5331,0.6683,0.2846,0.4107
1309.4208,114.1075,-999.25,257.9941,88.5172,66.2422,12.6444,0.0214,2.1028,0.3493,0.4159,0.4665,0.4911,0.541,0.6728,0.2826,0.3753
1309.5732,114.1083,-999.25,257.7583,89.6674,65.9531,12.711,0.0218,2.1013,0.3476,0.4134,0.4635,0.4879,0.5382,0.6623,0.2853,0.3773
1309.7256,113.7378,-999.25,257.4586,87.8551,65.6731,12.526,0.0221,2.1002,0.3484,0.4108,0.4604,0.4839,0.5276,0.6563,0.2916,0.3703
1309.878,113.4323,-999.25,255.3265,94.8112,65.4017,12.4817,0.0225,2.1065,0.3394,0.4057,0.4589,0.486,0.5402,0.6743,0.2969,0.3595
1310.0304,112.4895,-999.25,255.567,95.079,65.1386,12.5482,0.0228,2.1158,0.3606,0.4348,0.5005,0.5367,0.6004,0.774,0.3004,0.3391
1310.1828,112.5073,-999.25,256.7787,95.0925,64.8835,12.4077,0.0232,2.1207,0.3541,0.4305,0.4963,0.5297,0.5919,0.7665,0.2994,0.3223
1310.3352,112.2557,-999.25,256.6025,94.0782,64.6358,12.3855,0.0235,2.1136,0.3754,0.4548,0.5255,0.5667,0.6346,0.8185,0.3088,0.3235
1310.4876,112.5596,-999.25,256.6238,95.2931,64.3954,12.4521,0.0239,2.1078,0.3862,0.4609,0.5314,0.5729,0.6383,0.823,0.3029,0.3332
1310.64,112.8492,-999.25,257.2595,92.9406,64.1619,12.6444,0.0242,2.1036,0.3682,0.4369,0.4992,0.5347,0.5903,0.7524,0.3022,0.3399
1310.7924,113.7851,-999.25,259.2293,91.5697,63.9351,12.2597,0.0246,2.0928,0.3796,0.4506,0.5164,0.5543,0.6146,0.7822,0.2973,0.3562
1310.9448,114.1639,-999.25,260.341,89.9943,63.7146,12.5482,0.0249,2.0831,0.3759,0.4414,0.5021,0.5361,0.5882,0.7371,0.2913,0.3286
1311.0972,114.5341,-999.25,261.0625,88.6721,63.5003,12.6814,0.0253,2.0784,0.3502,0.4205,0.481,0.5135,0.5646,0.7158,0.2798,0.3233
1311.2496,114.8923,-999.25,263.1143,84.7631,63.2918,12.3041,0.0256,2.0895,0.356,0.4247,0.4813,0.5109,0.5512,0.6932,0.2732,0.3329
1311.402,115.2876,-999.25,265.3304,88.3287,63.089,12.3855,0.026,2.096,0.3577,0.429,0.4875,0.5198,0.5646,0.7122,0.2706,0.35
1311.5544,115.1123,-999.25,265.0411,90.897,62.8916,12.5963,0.0263,2.0956,0.3497,0.4197,0.4761,0.5064,0.5409,0.6855,0.2698,0.354
1311.7068,114.6617,-999.25,261.3521,89.9268,62.6993,12.3263,0.0267,2.0911,0.3426,0.4191,0.4797,0.5131,0.5486,0.6997,0.2689,0.3525
1311.8592,114.4431,-999.25,260.94,90.0527,62.5121,12.3189,0.027,2.0872,0.3616,0.4306,0.4895,0.5245,0.5466,0.6934,0.2761,0.3686
1312.0116,112.3547,-999.25,259.5287,92.0563,62.3297,12.4595,0.0274,2.1008,0.3535,0.4288,0.4953,0.5343,0.5584,0.72,0.2761,0.3539
1312.164,111.6444,-999.25,257.6733,93.4487,62.152,12.3263,0.0277,2.1163,0.3803,0.4641,0.5402,0.5837,0.6103,0.7936,0.286,0.3472
1312.3164,111.6304,-999.25,253.0411,87.3913,61.9787,12.1932,0.0281,2.1325,0.4204,0.5093,0.5948,0.637,0.6621,0.8585,0.3134,0.3378
1312.4688,110.448,-999.25,251.1352,86.6659,61.8098,12.208,0.0285,2.1392,0.4392,0.5333,0.6228,0.6617,0.6801,0.882,0.3403,0.3383
1312.6212,109.8657,-999.25,249.6013,85.1876,61.6449,12.2745,0.0288,2.1404,0.4494,0.5496,0.6414,0.6764,0.6951,0.8956,0.3375,0.3377
1312.7736,109.4348,-999.25,248.1786,90.9392,61.4841,12.2745,0.0292,2.1354,0.4684,0.5736,0.6537,0.677,0.6925,0.8652,0.3267,0.3276
1312.926,109.1886,-999.25,247.3988,86.4334,61.3271,12.3966,0.0295,2.1288,0.4986,0.6075,0.6772,0.6943,0.7149,0.8775,0.3413,0.323
1313.0784,108.3461,-999.25,245.3873,85.0655,61.1738,12.4225,0.0299,2.1264,0.5022,0.6051,0.6669,0.6808,0.7022,0.8561,0.3297,0.3158
1313.2308,108.175,-999.25,242.0413,82.4871,61.0242,12.3559,0.0302,2.1283,0.5079,0.6001,0.65,0.6622,0.6794,0.8124,0.3382,0.3079
1313.3832,107.9702,-999.25,235.5215,87.5172,60.878,12.5075,0.0306,2.1459,0.5232,0.6022,0.6401,0.6567,0.677,0.7881,0.3333,0.3127
1313.5356,106.4863,-999.25,233.8991,90.9098,60.7351,12.5075,0.0309,2.1825,0.6149,0.7117,0.7566,0.7801,0.8043,0.9414,0.3551,0.336
1313.688,104.1734,-999.25,230.6035,95.6353,60.5955,12.3189,0.0313,2.2375,0.7963,0.9336,1.0114,1.048,1.0884,1.3039,0.4564,0.3531
1313.8404,102.5036,-999.25,228.7416,96.5139,60.4591,12.4632,0.0316,2.3066,0.9409,1.0643,1.1832,1.2339,1.2761,1.5588,0.5866,0.3292
1313.9928,90.1876,-999.25,224.2544,93.6123,60.3256,12.33,0.032,2.394,1.2949,1.5335,1.7789,1.8908,1.9404,2.4641,1.0086,0.3039
1314.1452,86.9485,-999.25,195.2016,84.4438,60.1952,12.06,0.0324,2.4715,1.4934,1.7588,2.0485,2.1788,2.2306,2.3947,1.4401,0.2691
1314.2976,87.1103,-999.25,193.8727,83.4779,60.0675,12.1784,0.0327,2.5151,1.6214,1.8852,2.1767,2.3324,2.3356,2.2409,3.925,0.2367
1314.45,86.5154,-999.25,192.5437,80.5104,59.9426,12.3411,0.0331,2.5029,1.8537,2.6086,3.2262,3.4118,3.3459,3.6965,2.6773,0.2266
1314.6024,88.2358,-999.25,176.8231,77.9712,59.8203,12.0822,0.0334,2.464,1.291,1.6684,1.9077,1.9168,1.8034,1.8132,1.8375,0.2177
1314.7548,90.1094,-999.25,179.3261,78.4566,59.7007,12.245,0.0338,2.3842,0.9745,1.2339,1.3783,1.3687,1.2668,1.5617,0.8556,0.2477
1314.9072,91.6435,-999.25,179.188,82.8439,59.5835,12.3633,0.0341,2.2932,0.6566,0.7779,0.8022,0.7825,0.7445,0.8388,0.5221,0.3039
1315.0596,92.6844,-999.25,178.4252,85.5938,59.4687,12.1932,0.0345,2.2143,0.6154,0.7202,0.7324,0.7081,0.6705,0.7707,0.375,0.367
1315.212,93.978,-999.25,195.1297,85.6519,59.3563,12.3559,0.0348,2.1796,0.6203,0.735,0.7415,0.7148,0.677,0.7884,0.3503,0.3731
1315.3644,95.8043,-999.25,196.1479,83.5403,59.2462,12.4669,0.0352,2.1923,0.6129,0.7537,0.7554,0.7289,0.6942,0.8381,0.3407,0.3355
1315.5168,97.0565,-999.25,197.1803,90.3129,59.1383,12.4817,0.0356,2.2316,0.7054,0.9559,1.0011,0.9666,0.9192,1.174,0.3803,0.3505
1315.6692,95.4592,-999.25,200.9934,95.4165,59.0325,12.3781,0.0359,2.2925,0.8734,1.1931,1.3311,1.2924,1.2283,1.6106,0.4542,0.3506
1315.8216,92.9093,-999.25,201.2731,97.4989,58.9288,12.5112,0.0363,2.3515,1.334,1.8102,2.2341,2.2532,2.1537,2.9349,0.7103,0.3091
1315.974,88.7227,-999.25,200.197,91.2266,58.8272,12.4373,0.0366,2.3986,1.3758,1.7901,2.1914,2.2585,2.1692,2.9237,0.8544,0.2706
1316.1264,86.9878,-999.25,191.8045,87.8315,58.7275,12.4595,0.037,2.4222,1.324,1.7084,2.0499,2.1711,2.0924,2.7667,1.0786,0.2705
1316.2788,84.4106,-999.25,185.2462,86.8397,58.6297,12.2967,0.0373,2.4399,1.5276,2.0134,2.361,2.5485,2.4968,3.3267,1.1814,0.2638
1316.4312,83.6818,-999.25,182.1176,81.3844,58.5338,12.3855,0.0377,2.4308,1.3795,1.7247,1.94,2.0973,2.062,2.3085,1.6909,0.2602
1316.5836,83.5382,-999.25,179.0145,76.7703,58.4396,12.4077,0.0381,2.4202,1.2071,1.5292,1.7532,1.8765,1.8711,2.247,1.3314,0.2592
1316.736,84.1912,-999.25,165.972,74.565,58.3472,12.3189,0.0384,2.384,0.9363,1.1178,1.2141,1.28,1.2788,1.4556,0.9493,0.266
1316.8884,89.7596,-999.25,172.2062,80.4047,58.2566,12.2524,0.0388,2.3566,0.8642,1.0247,1.0985,1.1355,1.1131,1.3163,0.7209,0.2986
1317.0408,89.895,-999.25,172.7677,86.4687,58.1675,12.2524,0.0391,2.3412,0.8296,1.0129,1.0944,1.1164,1.0917,1.3261,0.68,0.3042
1317.1932,91.5561,-999.25,176.8083,89.7688,58.0801,12.2671,0.0395,2.3329,0.7855,0.9813,1.078,1.1,1.1065,1.3697,0.6781,0.2874
1317.3456,94.4837,-999.25,184.2416,92.8843,57.9943,12.3411,0.0399,2.3078,0.7408,0.9436,1.049,1.0612,1.0285,1.2638,0.7047,0.2756
1317.498,100.8028,-999.25,195.4736,89.0252,57.91,12.0637,0.0402,2.2432,0.5798,0.7092,0.7772,0.7861,0.7579,0.8999,0.5377,0.2831
1317.6504,101.6851,-999.25,205.0769,92.0429,57.8272,12.3189,0.0406,2.1819,0.4956,0.5945,0.6545,0.6629,0.6415,0.7745,0.4059,0.3134
1317.8028,102.5301,-999.25,211.5605,87.7659,57.7458,12.4595,0.0409,2.139,0.471,0.5623,0.62,0.6307,0.6209,0.7622,0.335,0.3426
1317.9552,108.8047,-999.25,222.3287,92.2267,57.6659,12.4299,0.0413,2.1226,0.4568,0.5429,0.598,0.6111,0.6046,0.7377,0.3327,0.3704
1318.1076,109.7537,-999.25,232.7316,90.9744,57.5873,12.3855,0.0416,2.1162,0.447,0.5401,0.594,0.6131,0.6162,0.7574,0.3273,0.3647
1318.26,111.0999,-999.25,236.1938,94.729,57.5101,12.4225,0.042,2.117,0.4319,0.5313,0.59,0.612,0.6199,0.7738,0.3248,0.3715
1318.4124,113.3272,-999.25,241.0047,92.0061,57.4341,12.2524,0.0424,2.1202,0.4287,0.5245,0.5906,0.6142,0.6246,0.7847,0.3203,0.358
1318.5648,112.6364,-999.25,247.9477,94.4999,57.3595,12.2524,0.0427,2.1192,0.4223,0.5111,0.578,0.5996,0.5947,0.7498,0.3301,0.3477
1318.7172,112.4643,-999.25,247.3427,94.656,57.2861,12.2302,0.0431,2.1119,0.4312,0.5216,0.5982,0.6295,0.6521,0.833,0.3286,0.3415
1318.8696,112.3355,-999.25,247.0325,90.8238,57.2139,12.1858,0.0434,2.1065,0.4264,0.5047,0.5755,0.6136,0.6441,0.8146,0.3235,0.3671
1319.022,112.0393,-999.25,247.6546,92.0967,57.1429,12.1932,0.0438,2.107,0.4249,0.5044,0.5742,0.6171,0.6571,0.832,0.3253,0.3764
1319.1744,112.0159,-999.25,248.2273,93.1235,57.073,12.1747,0.0442,2.1141,0.4103,0.4838,0.5446,0.5805,0.6026,0.7584,0.3222,0.3358
1319.3268,112.5861,-999.25,248.8802,102.8353,57.0043,12.1858,0.0445,2.1203,0.426,0.5026,0.5701,0.6154,0.6689,0.8475,0.3293,0.333
1319.4792,112.5868,-999.25,246.977,108.6218,56.9367,12.208,0.0449,2.1197,0.4291,0.513,0.5834,0.6321,0.6904,0.8819,0.3344,0.3339
1319.6316,112.3207,-999.25,247.2399,111.3308,56.8701,12.2191,0.0452,2.1131,0.4275,0.5113,0.5803,0.6267,0.6931,0.8872,0.3321,0.3591
1319.784,111.9578,-999.25,248.2602,106.5797,56.8046,12.208,0.0456,2.1079,0.4128,0.4891,0.5532,0.5925,0.6665,0.8407,0.3335,0.3571
1319.9364,112.6361,-999.25,244.0313,95.661,56.7401,12.2524,0.046,2.1005,0.4221,0.5021,0.5743,0.6184,0.6906,0.8834,0.3301,0.3706
1320.0888,112.553,-999.25,244.3607,91.071,56.6767,12.3485,0.0463,2.1017,0.4152,0.4973,0.568,0.6135,0.6858,0.8773,0.3223,0.375
1320.2412,112.9576,-999.25,244.5494,90.5091,56.6142,12.4077,0.0467,2.106,0.4114,0.4935,0.5638,0.6087,0.6806,0.8751,0.3201,0.3843
1320.3936,113.3888,-999.25,244.5298,97.965,56.5526,12.526,0.047,2.1104,0.3929,0.4751,0.5458,0.5925,0.6591,0.8524,0.3137,0.3992
1320.546,113.3161,-999.25,246.0509,94.4241,56.492,12.4151,0.0474,2.1174,0.3927,0.471,0.539,0.5854,0.6432,0.8289,0.3078,0.386
1320.6984,111.7623,-999.25,244.028,90.2667,56.4323,12.5112,0.0478,2.1173,0.3861,0.4647,0.5336,0.5786,0.6321,0.8139,0.2997,0.3714
1320.8508,111.5443,-999.25,242.9879,84.5295,56.3735,12.5334,0.0481,2.1213,0.3748,0.4551,0.5247,0.5676,0.62,0.8033,0.297,0.3622
1321.0032,111.3696,-999.25,242.8892,89.5885,56.3156,12.5075,0.0485,2.1167,0.3763,0.4602,0.5345,0.5712,0.6212,0.8052,0.2982,0.3525
1321.1556,111.1105,-999.25,242.6748,91.0047,56.2585,12.4965,0.0488,2.1099,0.3705,0.4574,0.533,0.564,0.6111,0.7909,0.3008,0.3432
1321.308,110.4194,-999.25,241.5116,91.1002,56.2023,12.4003,0.0492,2.1033,0.3669,0.4502,0.5204,0.5458,0.5896,0.7515,0.2964,0.3391
1321.4604,109.1794,-999.25,245.2885,89.5518,56.1468,12.4003,0.0496,2.0983,0.3593,0.4505,0.5142,0.5359,0.5755,0.7319,0.2935,0.3636
1321.6128,107.0674,173.6157,245.5488,90.0902,56.0922,12.4077,0.0499,2.0998,0.3689,0.4541,0.5044,0.5203,0.5389,0.6712,0.2973,0.3717
1321.7652,106.932,175.1396,243.8662,91.7071,56.0384,12.4299,0.0503,2.0984,0.3848,0.4714,0.523,0.5435,0.5737,0.7112,0.295,0.3874
1321.9176,108.7778,175.1995,244.1576,91.2775,55.9853,12.4299,0.0506,2.0979,0.3948,0.4676,0.5143,0.5323,0.5645,0.676,0.2979,0.3566
1322.07,110.6631,171.2899,244.8313,93.9946,55.933,12.4632,0.051,2.1072,0.3892,0.4525,0.496,0.5087,0.5312,0.6256,0.2991,0.3471
1322.2224,111.5662,174.5249,249.4937,101.7827,55.8814,12.4447,0.0514,2.1405,0.4316,0.5094,0.5591,0.5792,0.6155,0.7364,0.2983,0.3445
1322.3748,112.2014,169.6577,254.1356,117.8888,55.8305,12.3781,0.0517,2.1877,0.5451,0.673,0.7527,0.7821,0.8291,1.0205,0.3602,0.3382
1322.5272,123.8277,170.3384,260.7281,138.4649,55.7803,12.0822,0.0521,2.2259,0.7584,0.9343,1.0455,1.0794,1.1258,1.4029,0.4543,0.3671
1322.6796,117.5493,-999.25,263.5185,154.1774,55.7308,12.1747,0.0524,2.2277,0.8684,1.0659,1.1952,1.2398,1.2958,1.6069,0.5138,0.3821
1322.832,119.9783,-999.25,284.118,164.8637,55.682,12.5186,0.0528,2.2043,0.9045,1.0918,1.2158,1.2567,1.3083,1.5909,0.4469,0.4318
1322.9844,129.0321,-999.25,293.7689,165.3955,55.6339,13.0438,0.0532,2.1758,0.9634,1.137,1.2359,1.2621,1.3129,1.5505,0.4288,0.44
1323.1368,127.0655,-999.25,305.7379,167.0497,55.5864,14.146,0.0535,2.1869,0.9694,1.1526,1.2173,1.2339,1.2647,1.4843,0.4331,0.4057
1323.2892,126.9522,-999.25,309.6136,149.866,55.5395,12.6296,0.0539,2.2056,0.9951,1.1719,1.2314,1.2439,1.2659,1.4779,0.4352,0.419
1323.4416,126.0515,-999.25,318.6262,150.1507,55.4933,12.0822,0.0542,2.228,1.069,1.2009,1.2402,1.2467,1.2601,1.5272,0.4358,0.4021
1323.594,126.5229,-999.25,338.1591,146.8176,55.4477,12.0452,0.0546,2.2159,1.0576,1.2187,1.2764,1.2729,1.2782,1.4848,0.5023,0.4552
1323.7464,126.6543,-999.25,323.1753,144.9516,55.4026,12.0526,0.055,2.1709,1.0378,1.2414,1.3245,1.3054,1.271,1.5302,0.4634,0.4292
1323.8988,126.2988,-999.25,322.6657,134.5079,55.3582,12.0083,0.0553,2.1082,0.9569,1.1365,1.2139,1.1917,1.1523,1.3932,0.2847,0.4858
1324.0512,125.3487,-999.25,328.8457,133.4756,55.3143,12.1081,0.0557,2.0854,1.0033,1.2279,1.3175,1.2896,1.2442,1.5202,0.2921,0.4512
1324.2036,125.273,-999.25,318.3275,139.2379,55.271,12.0304,0.056,2.1443,1.1115,1.3683,1.4826,1.4533,1.3918,1.7182,0.3432,0.4354
1324.356,125.2669,-999.25,315.3606,145.8563,55.2283,11.9861,0.0564,2.1971,1.1281,1.3958,1.5093,1.4813,1.4225,1.7624,0.5133,0.3699
1324.5084,122.7938,-999.25,305.6856,155.4982,55.1861,11.9491,0.0568,2.2126,1.0062,1.2675,1.3605,1.3418,1.2708,1.5914,0.4361,0.4243
1324.6608,121.7014,-999.25,298.884,159.2752,55.1444,12.0748,0.0571,2.1764,1.0326,1.3383,1.4407,1.4254,1.3414,1.6985,0.3545,0.4672
1324.8132,120.742,-999.25,296.8006,157.1537,55.1033,12.06,0.0575,2.1455,1.0883,1.4071,1.5191,1.5075,1.4147,1.7938,0.3718,0.5293
1324.9656,119.7215,-999.25,288.3467,153.7275,55.0626,12.097,0.0578,2.1178,1.07,1.3932,1.5292,1.5327,1.4353,1.8109,0.27,0.4614
1325.118,118.3606,-999.25,294.6482,154.3167,55.0225,12.1266,0.0582,2.1348,1.0137,1.3249,1.4444,1.4562,1.3713,1.7262,0.2676,0.4382
1325.2704,116.0246,182.5912,288.2266,159.4425,54.9829,12.4003,0.0586,2.2045,1.1387,1.527,1.6726,1.6976,1.593,2.0168,0.2722,0.3866
1325.4228,114.7989,182.5912,285.0139,151.5064,54.9437,12.3189,0.0589,2.2629,1.3722,1.871,2.0902,2.1239,1.9839,2.5857,0.4972,0.3489
1325.5752,112.5087,182.5912,274.0882,146.3975,54.905,12.7738,0.0593,2.2727,1.5597,2.0351,2.2892,2.3023,2.2179,2.8019,0.669,0.3201
1325.7276,109.3898,182.0829,256.8452,147.401,54.8668,12.7258,0.0596,2.2743,1.5731,2.0184,2.2442,2.257,2.1761,2.7071,0.8111,0.3376
1325.88,108.7934,181.6263,247.7867,153.6703,54.8352,12.8663,0.06,2.2922,1.6335,2.0972,2.3186,2.3388,2.2701,2.7785,0.8368,0.3531
1326.0324,106.6008,180.3229,238.5867,150.7216,54.8373,12.3485,0.0602,2.3428,1.7715,2.2601,2.4849,2.5143,2.508,3.0385,0.9882,0.3333
1326.1848,103.7854,177.4477,230.1733,143.2667,54.8444,12.4077,0.0604,2.3635,1.6875,2.0906,2.266,2.2932,2.293,2.653,1.4194,0.2949
1326.3372,103.2189,178.8854,224.535,138.5254,54.8514,12.4151,0.0606,2.3782,1.5599,1.9967,2.1904,2.2263,2.2407,2.6839,1.3095,0.2903
1326.4896,102.2071,180.3231,213.897,136.3104,54.8584,12.3633,0.0608,2.3752,1.4521,1.8211,1.9738,2.0263,2.0676,2.4374,1.2333,0.2898
1326.642,96.0634,182.58,198.6476,130.406,54.8654,12.4817,0.061,2.3815,1.4601,1.8372,1.981,2.0435,2.0859,2.4571,1.2421,0.2988
1326.7944,89.0082,179.9457,192.0457,124.3855,54.8723,12.5186,0.0613,2.4135,1.5942,2.0464,2.2275,2.2965,2.3468,2.7852,1.3597,0.3164
1326.9468,88.0087,180.188,175.1191,117.0944,54.8791,12.5408,0.0615,2.4513,1.8286,2.4486,2.7276,2.8078,2.884,3.4278,1.7196,0.317
1327.0992,87.1331,177.2812,167.5947,120.3838,54.8859,12.4299,0.0617,2.4831,1.9477,2.6567,3.0776,3.1506,3.2156,3.6811,2.1938,0.2984
1327.2516,87.7302,177.8301,163.1864,122.1482,54.8927,12.3337,0.0619,2.5,1.9258,2.7248,3.0944,3.2086,3.2785,3.5816,2.4186,0.2939
1327.404,88.64,178.379,157.148,123.1761,54.8994,12.3559,0.0621,2.5134,1.963,2.7694,3.0767,3.2119,3.2375,3.4788,2.5599,0.3071
1327.5564,92.6407,179.597,153.822,118.497,54.906,12.3781,0.0623,2.5168,2.0002,2.9056,3.2837,3.4416,3.4396,3.7362,2.725,0.3111
1327.7088,94.1544,179.9963,150.6326,121.7505,54.9127,12.2597,0.0625,2.4804,1.9296,2.6605,3.0121,3.1188,3.1591,3.4337,2.4107,0.2867
1327.8612,95.4374,180.6747,146.5043,136.255,54.9192,12.2302,0.0627,2.3976,1.4605,1.8172,2.0288,2.0831,2.0899,2.5721,1.0647,0.3099
1328.0136,98.8748,181.3532,152.3381,144.5862,54.9258,12.2634,0.0629,2.3222,1.1798,1.4053,1.4937,1.5288,1.5163,1.8154,0.6861,0.3411
1328.166,108.3295,181.5051,193.3053,147.8026,54.9323,11.9195,0.0631,2.2955,1.2625,1.5621,1.6647,1.6926,1.6817,2.0592,0.5908,0.3623
1328.3184,108.8071,181.2669,238.1114,140.5729,54.9387,11.9121,0.0633,2.3094,1.3195,1.6615,1.783,1.7977,1.7826,2.2113,0.7008,0.3561
1328.4708,109.2843,180.2648,242.5364,144.3022,54.9451,11.8973,0.0635,2.3208,1.2494,1.6414,1.7844,1.7909,1.7623,2.2545,0.8071,0.3631
1328.6232,110.6332,179.194,263.7254,139.6974,54.9515,11.8973,0.0637,2.3145,1.2121,1.6308,1.7883,1.7925,1.7698,2.2883,0.8084,0.3903
1328.7756,111.0577,180.1573,294.9247,141.7135,54.9578,11.9121,0.064,2.3133,1.1979,1.6212,1.819,1.8199,1.7948,2.3498,0.7754,0.3525
1328.928,111.0873,180.811,309.3553,140.019,54.9641,11.9195,0.0642,2.3227,1.1842,1.5929,1.8148,1.8242,1.7705,2.3402,0.761,0.3654
1329.0804,111.5098,180.7018,320.1432,143.6411,54.9703,11.9417,0.0644,2.3222,1.1849,1.6,1.8144,1.8418,1.7756,2.3542,0.7052,0.3652
1329.2328,111.5953,183.2842,322.9377,144.1226,54.9765,11.9787,0.0646,2.3158,1.2118,1.6359,1.8416,1.8927,1.8268,2.4011,0.6214,0.3635
1329.3852,111.4532,182.9263,320.9794,140.1011,54.9827,11.9787,0.0648,2.2989,1.2373,1.6285,1.8132,1.8757,1.8117,2.3262,0.5272,0.36
1329.5376,110.2334,181.5887,314.343,141.9781,54.9888,12.6074,0.065,2.2907,1.2673,1.6795,1.8668,1.9272,1.864,2.4001,0.5517,0.3996
1329.69,110.1985,181.9483,305.1013,138.824,54.9949,12.8959,0.0652,2.2923,1.2861,1.7883,2.0125,2.0733,2.0272,2.6615,0.613,0.3894
1329.8424,109.6077,181.5585,291.8852,133.7025,55.0009,11.9713,0.0654,2.307,1.3045,1.773,1.978,2.0334,1.9864,2.5789,0.7539,0.4157
1329.9948,105.4026,181.681,263.2598,126.056,55.0069,12.0748,0.0656,2.3371,1.3657,1.7933,1.9791,2.0306,1.9701,2.5072,0.7951,0.3672
1330.1472,104.1746,180.5029,257.2459,117.661,55.0129,12.0637,0.0658,2.3527,1.3816,1.8952,2.1394,2.1936,2.1499,2.8121,0.9997,0.3551
1330.2996,103.9085,180.5918,256.2649,113.2466,55.0188,12.2967,0.066,2.3465,1.3934,1.9173,2.1864,2.2294,2.2046,2.8307,1.189,0.3059
1330.452,102.4305,180.9671,253.5022,114.7316,55.0247,12.2634,0.0662,2.3039,1.3525,1.835,2.0937,2.1184,2.0792,2.6662,1.0205,0.3229
1330.6044,103.0474,182.7392,243.3904,126.9012,55.0306,12.2634,0.0665,2.2819,1.3565,1.7538,1.9424,1.9553,1.9232,2.4305,0.8106,0.34
1330.7568,104.1518,180.9952,244.5629,130.0299,55.0364,12.1784,0.0667,2.2958,1.3913,1.9038,2.1098,2.137,2.1396,2.743,0.6465,0.3474
1330.9092,106.2987,180.5536,246.2642,128.2967,55.0422,12.1118,0.0669,2.3334,1.4071,2.0046,2.2345,2.2666,2.2825,2.9619,0.6795,0.3066
1331.0616,107.0172,181.0014,248.6085,124.2433,55.0479,12.06,0.0671,2.3513,1.4516,2.0948,2.3279,2.3588,2.3831,3.0945,0.7068,0.3056
1331.214,107.7691,181.1181,249.0434,126.9717,55.0536,12.3189,0.0673,2.3323,1.4206,1.9949,2.2102,2.234,2.2577,2.9097,0.7587,0.3028
1331.3664,107.9642,182.5639,249.578,129.1277,55.0593,12.4817,0.0675,2.3115,1.3342,1.7917,1.9666,1.9863,2.0262,2.5557,0.6841,0.3243
1331.5188,107.1969,182.4448,238.8719,128.6346,55.0649,12.9921,0.0677,2.3049,1.373,1.8613,2.0417,2.0736,2.1132,2.6685,0.7016,0.3047
1331.6712,106.1173,182.8816,235.1511,120.1187,55.0705,12.2524,0.0679,2.3348,1.5644,2.1312,2.3523,2.3989,2.4424,3.0654,0.8143,0.308
1331.8236,103.4557,182.2191,228.573,116.4922,55.0761,12.208,0.0681,2.3975,1.9077,2.6644,2.9485,3.0242,3.0793,3.7416,1.1933,0.3002
1331.976,100.0825,182.6269,214.8827,121.7711,55.0817,12.526,0.0683,2.4657,1.9445,2.7963,3.149,3.2447,3.2992,3.9446,1.83,0.2838
1332.1284,100.3952,180.7067,211.8296,128.4764,55.0872,12.5038,0.0685,2.5003,1.8955,2.725,3.1799,3.2598,3.3108,3.4298,2.6861,0.2806
