$Ascii,:,02_97_DD_2X,Esstar,04/06/2018,,

Depth,DTCO3,DTSH3,DTSH6,ECGR,HAZI,HCAL,HDEVI,RHOZ,RLA1,RLA2,RLA3,RLA4,RLA5,RT_HRLT,RXOZ,TNPH
M,US/F,US/F,US/F,GAPI,Deg,IN,Deg,G/C3,OHMM,OHMM,OHMM,OHMM,OHMM,OHMM,OHMM,V/V
2019.9096,84.7765,169.3939,163.6064,83.6255,209.8998,12.526,34.6074,2.3125,1.5953,2.3321,2.625,2.7382,2.8345,3.5794,1.211,0.2572
2020.062,85.3642,168.9341,162.5735,83.0919,209.9053,12.5186,34.6258,2.3262,1.4562,1.9758,2.141,2.2452,2.322,2.8961,1.1257,0.2601
2020.2144,84.3954,170.9962,161.5582,85.5268,209.9109,12.4521,34.6443,2.3371,1.5008,2.1619,2.438,2.5579,2.6593,3.363,1.3913,0.2247
2020.3668,86.2174,172.0288,161.1174,83.9165,209.9164,12.4188,34.6627,2.3218,1.4723,2.0901,2.3412,2.449,2.5467,3.1567,1.4689,0.2358
2020.5192,86.8316,172.3596,161.237,82.0517,209.9219,12.1636,34.6811,2.3021,1.308,1.7824,1.9559,2.0352,2.1144,2.563,1.2834,0.2449
2020.6716,87.453,173.3789,162.9203,88.367,209.9275,12.4003,34.6995,2.2808,1.1943,1.6677,1.8635,1.9446,2.0072,2.6086,0.9534,0.2543
2020.824,88.5596,174.0835,164.0176,89.3576,209.933,12.1414,34.7179,2.2705,1.05,1.4195,1.5949,1.6518,1.6912,2.2014,0.8335,0.2553
2020.9764,88.6274,174.3699,167.2164,89.6189,209.9385,12.2228,34.7364,2.2469,0.9759,1.3263,1.4933,1.5547,1.5826,2.0632,0.7738,0.2407
2021.1288,89.8655,174.6593,166.783,81.9202,209.944,12.3633,34.7548,2.2293,0.9708,1.3162,1.4879,1.5493,1.5759,2.0576,0.6887,0.2483
2021.2812,90.0542,175.366,166.0856,76.7227,209.9495,12.5297,34.7732,2.2283,0.9596,1.314,1.484,1.5389,1.5687,2.0441,0.6288,0.27
2021.4336,89.9636,176.3705,167.8479,71.7815,209.955,12.2634,34.7916,2.2443,0.9566,1.3081,1.4767,1.5335,1.5589,2.0278,0.5898,0.2687
2021.586,90.7768,176.2572,168.9534,72.7257,209.9605,12.1969,34.8101,2.2527,0.9364,1.2854,1.4748,1.5192,1.546,2.0351,0.5841,0.2603
2021.7384,90.6668,176.6932,169.6867,73.9689,209.966,12.1525,34.8285,2.2471,0.8621,1.2054,1.3703,1.4162,1.4343,1.9051,0.6008,0.2417
2021.8908,91.4721,177.2319,171.7887,73.2722,209.9715,12.3633,34.8469,2.2381,0.8824,1.2383,1.3998,1.4501,1.4698,1.9544,0.644,0.2454
2022.0432,91.5276,177.0334,171.9742,68.7803,209.977,12.5075,34.8653,2.2383,0.8886,1.2444,1.403,1.4513,1.469,1.9423,0.6588,0.2328
2022.1956,90.5987,176.6496,172.4266,65.1217,209.9824,12.4077,34.8837,2.2406,0.9171,1.256,1.4022,1.4568,1.4742,1.9154,0.6019,0.2303
2022.348,90.3329,177.3469,173.4489,66.9211,209.9879,12.1858,34.9022,2.2451,0.9086,1.2174,1.3797,1.4497,1.4697,1.9093,0.5541,0.2495
2022.5004,91.8562,176.8212,173.2977,76.6111,209.9934,12.3411,34.9206,2.2773,0.9082,1.1756,1.3156,1.3959,1.4184,1.8423,0.5739,0.2591
2022.6528,91.5048,177.3427,173.0578,88.3566,209.9988,12.5038,34.939,2.3269,0.8875,1.1303,1.2528,1.3292,1.3539,1.7081,0.8666,0.2626
2022.8052,90.8157,178.0497,175.3441,91.2917,210.0043,12.1932,34.9574,2.3551,1.1221,1.5194,1.7083,1.8505,1.8738,2.1053,1.5849,0.2649
2022.9576,90.9684,177.4331,175.5285,90.0266,210.0097,12.2967,34.9759,2.3357,1.371,1.9295,2.245,2.4212,2.4845,2.568,2.2618,0.2649
2023.11,91.3304,177.0195,175.6984,87.8036,210.0152,12.3855,34.9943,2.2992,1.2045,1.5393,1.7374,1.8505,1.8966,2.3201,1.2154,0.2595
2023.2624,91.7062,178.3183,175.9098,87.6002,210.0206,12.3115,35.0127,2.2724,1.1113,1.4655,1.6825,1.7836,1.8315,2.3926,0.9058,0.2619
2023.4148,92.5782,179.4277,176.8008,89.7176,210.0261,12.2154,35.0312,2.2507,0.9995,1.3092,1.4902,1.5702,1.6042,2.085,0.7235,0.2691
2023.5672,92.6017,178.8584,177.8395,87.4255,210.0315,12.2524,35.0496,2.2361,0.9659,1.2699,1.4432,1.5172,1.5481,1.9936,0.6274,0.2854
2023.7196,93.8649,180.6185,177.4353,90.7589,210.0369,12.134,35.068,2.2263,0.976,1.307,1.465,1.5318,1.5596,2.0208,0.5518,0.2956
2023.872,93.8708,180.8481,179.3126,89.7583,210.0423,12.1636,35.0864,2.2183,0.8893,1.2214,1.3212,1.3404,1.3565,1.7451,0.5475,0.2937
2024.0244,93.9133,180.9776,180.5309,92.9962,210.0477,12.2524,35.1049,2.2093,0.8872,1.2061,1.3239,1.3157,1.3252,1.7096,0.5549,0.2837
2024.1768,93.9258,182.481,181.5945,91.5348,210.0532,12.3189,35.1233,2.2077,0.8732,1.1842,1.3033,1.3048,1.3067,1.6909,0.5491,0.3066
2024.3292,94.7008,182.3923,182.915,93.7899,210.0586,12.208,35.1417,2.2165,0.8671,1.1771,1.2962,1.3007,1.3008,1.685,0.5379,0.3213
2024.4816,94.676,-999.25,183.2888,99.0233,210.064,12.097,35.1601,2.2434,0.8722,1.1775,1.2968,1.2999,1.3003,1.6857,0.58,0.3331
2024.634,94.7863,-999.25,182.9334,102.5316,210.0694,12.1636,35.1786,2.2899,0.9134,1.216,1.331,1.3416,1.3383,1.6823,0.8416,0.3515
2024.7864,94.997,-999.25,184.6716,105.9331,210.0748,12.3078,35.197,2.3198,1.1571,1.577,1.762,1.8243,1.8018,2.1997,1.2776,0.3558
2024.9388,97.3138,-999.25,187.6104,101.5986,210.0801,12.1303,35.2154,2.3326,1.2883,1.6948,1.9245,1.983,1.9815,2.3526,1.3837,0.3595
2025.0912,96.9402,-999.25,189.518,104.2681,210.0855,12.2634,35.2339,2.3383,1.2852,1.6187,1.7734,1.8207,1.8239,2.0863,1.2698,0.3549
2025.2436,96.347,-999.25,187.2277,101.1475,210.0909,12.2524,35.2523,2.364,1.2785,1.625,1.7827,1.8272,1.8322,1.7573,1.5972,0.3513
2025.396,96.9682,-999.25,186.0737,101.373,210.0963,12.1192,35.2707,2.3706,1.3635,1.7824,1.9558,2.0095,2.0107,1.8087,2.2355,0.3595
2025.5484,97.213,-999.25,188.1103,99.9011,210.1016,12.208,35.2891,2.3509,1.4327,1.9785,2.1409,2.1798,2.1951,2.0763,2.28,0.3344
2025.7008,96.9097,-999.25,190.7142,102.2596,210.107,12.2597,35.3076,2.313,1.3424,1.8333,1.9943,2.0023,2.0394,2.4574,1.1788,0.3391
2025.8532,97.4803,-999.25,190.2137,102.9413,210.1123,12.1414,35.326,2.2869,1.23,1.5272,1.585,1.586,1.6005,1.901,0.8026,0.3126
2026.0056,97.7353,-999.25,190.7751,105.5965,210.1177,12.1969,35.3444,2.2801,1.3135,1.6304,1.71,1.7193,1.733,2.0932,0.7425,0.3151
2026.158,97.645,-999.25,190.9225,106.6109,210.123,12.1969,35.3629,2.3133,1.3628,1.7242,1.8169,1.8374,1.8407,2.2364,0.9827,0.3082
2026.3104,97.8885,-999.25,191.0733,110.2901,210.1284,12.1525,35.3813,2.3681,1.4667,1.9554,2.1118,2.1553,2.1531,2.0929,1.8531,0.3321
2026.4628,98.0837,-999.25,190.9913,105.923,210.1337,12.2302,35.3997,2.4113,1.4984,2.0467,2.2324,2.2893,2.2833,2.1376,2.3008,0.3539
2026.6152,98.496,-999.25,190.5434,107.6879,210.1391,12.2967,35.4181,2.417,1.5399,2.1162,2.3339,2.4292,2.4063,2.177,2.8466,0.3583
2026.7676,95.9244,-999.25,189.0259,101.5594,210.1444,12.2745,35.4366,2.3763,1.6835,2.2928,2.5984,2.7194,2.6637,2.6067,2.6851,0.3472
2026.92,96.0038,-999.25,188.7711,102.4551,210.1497,12.2154,35.455,2.3188,1.4188,1.9315,2.2412,2.3079,2.2864,2.8921,1.3483,0.3198
2027.0724,96.2493,-999.25,188.979,94.3659,210.155,12.1636,35.4734,2.2656,1.0703,1.3792,1.5573,1.5822,1.554,1.9296,0.9087,0.3072
2027.2248,96.4595,-999.25,189.0727,86.3123,210.1603,12.1636,35.4919,2.2398,0.9423,1.23,1.3598,1.3768,1.3546,1.7339,0.6497,0.2747
2027.3772,96.9009,-999.25,188.2648,79.074,210.1656,12.1636,35.5103,2.2302,0.8709,1.1676,1.2745,1.2886,1.2652,1.6274,0.6059,0.2468
2027.5296,97.037,-999.25,193.2384,72.8056,210.1709,12.1784,35.5287,2.2284,0.8444,1.1528,1.2519,1.2608,1.2348,1.6006,0.5739,0.2309
2027.682,97.8591,-999.25,194.7057,67.3652,210.1762,12.1969,35.5472,2.2226,0.8286,1.1426,1.2236,1.2227,1.1974,1.5528,0.5578,0.2314
2027.8344,98.6355,-999.25,195.8422,68.2113,210.1815,12.208,35.5656,2.2305,0.7145,0.9582,1.0446,1.041,1.02,1.3014,0.5845,0.2553
2027.9868,98.7945,-999.25,196.6295,74.3631,210.1868,12.208,35.584,2.257,0.8158,1.0977,1.2209,1.2375,1.2048,1.5836,0.6789,0.2739
2028.1392,98.7771,-999.25,196.0622,88.9219,210.1921,12.2745,35.6025,2.2994,0.8842,1.2107,1.39,1.4249,1.3975,1.7589,1.0279,0.3128
2028.2916,99.1608,-999.25,195.5181,95.7414,210.1974,12.3115,35.6209,2.3288,0.9528,1.3123,1.5136,1.5597,1.532,1.5931,1.5087,0.3372
2028.444,95.4352,179.9968,194.7796,100.6597,210.2027,12.3411,35.6393,2.3326,1.1909,1.6839,1.9929,2.1165,2.065,2.0048,2.2464,0.3434
2028.5964,95.5085,181.4768,193.2759,101.1251,210.2079,12.3929,35.6578,2.3299,1.2639,1.8091,2.1577,2.3371,2.3098,2.8014,1.8005,0.3414
2028.7488,95.5695,182.5098,190.2857,99.7326,210.2132,12.3411,35.6762,2.3415,1.1498,1.5265,1.7684,1.9054,1.9005,2.3482,1.3727,0.3319
2028.9012,95.035,179.9622,189.0603,99.7326,210.2185,12.3411,35.6946,2.3666,1.1931,1.5624,1.781,1.9275,1.9207,2.2747,1.4756,0.32
2029.0536,93.6347,180.0984,187.2938,93.2115,210.2237,12.4077,35.7131,2.3582,1.2835,1.9998,2.4192,2.6017,2.6311,3.5406,1.6134,0.2773
2029.206,93.2874,-999.25,183.0593,84.4877,210.229,12.4891,35.7315,2.3037,0.8852,1.1847,1.3232,1.3843,1.3917,1.6486,1.0543,0.2619
2029.3584,93.2868,-999.25,182.7128,74.9092,210.2342,12.3633,35.7499,2.239,0.8233,1.1073,1.2182,1.259,1.2681,1.6167,0.6491,0.276
2029.5108,93.311,-999.25,183.1664,74.2622,210.2395,12.5186,35.7684,2.2117,0.8505,1.1782,1.2963,1.326,1.3317,1.7273,0.6106,0.2795
2029.6632,93.5781,-999.25,182.5268,74.9882,210.2447,12.6444,35.7868,2.2261,0.8803,1.2411,1.3729,1.3895,1.3998,1.83,0.6498,0.2664
2029.8156,94.8224,-999.25,184.6821,73.9043,210.2499,12.4854,35.8052,2.2407,0.8913,1.2844,1.4081,1.4209,1.4262,1.8581,0.7645,0.2609
2029.968,94.0453,-999.25,186.1897,75.5665,210.2551,12.6851,35.8237,2.2477,0.868,1.2402,1.384,1.3907,1.3801,1.8054,0.7264,0.2442
2030.1204,95.4309,-999.25,186.4429,78.7533,210.2604,12.7406,35.8421,2.2554,0.9125,1.2744,1.4657,1.4781,1.4677,1.9469,0.7191,0.2293
2030.2728,95.9995,-999.25,187.3806,89.4808,210.2656,12.6444,35.8606,2.2766,0.9556,1.3122,1.5222,1.5446,1.5348,2.0337,0.772,0.23
2030.4252,96.741,-999.25,195.3614,102.0176,210.2708,12.4669,35.879,2.3127,1.0105,1.3885,1.6119,1.6619,1.6376,2.1301,0.9753,0.2531
2030.5776,96.9298,-999.25,198.3419,114.1697,210.276,12.5075,35.8974,2.338,1.1106,1.5539,1.8226,1.9128,1.8873,2.3652,1.2681,0.3119
2030.73,96.1809,-999.25,200.6433,127.6307,210.2812,12.4891,35.9159,2.3503,1.1985,1.6512,1.8746,1.9948,1.9623,2.4593,1.2777,0.3369
2030.8824,95.4319,-999.25,203.4288,148.1145,210.2864,12.4077,35.9343,2.3582,1.3102,1.8289,2.0927,2.2249,2.2067,2.7889,1.3744,0.337
2031.0348,100.4808,-999.25,208.0237,173.6682,210.2916,12.5408,35.9527,2.3674,1.2444,1.714,1.9472,2.0413,2.0307,2.4503,1.4215,0.3462
2031.1872,100.3631,-999.25,208.8984,194.7381,210.2968,12.5963,35.9712,2.3808,1.1628,1.5493,1.7308,1.7871,1.7815,1.9042,1.5685,0.3547
2031.3396,101.3224,-999.25,209.0494,193.0105,210.302,12.4521,35.9896,2.373,1.177,1.5579,1.6978,1.728,1.7377,2.0155,1.2613,0.355
2031.492,103.0696,-999.25,209.8296,196.4852,210.3072,12.5852,36.0081,2.367,1.1439,1.508,1.6171,1.6347,1.6398,1.9316,1.1077,0.3438
2031.6444,102.4391,-999.25,209.9063,187.3094,210.3123,12.5519,36.0265,2.3697,1.125,1.5036,1.6186,1.6364,1.6383,1.9703,1.0808,0.3533
2031.7968,102.4831,-999.25,208.7551,175.2841,210.3175,12.563,36.0449,2.3748,1.1458,1.5371,1.6413,1.6544,1.6518,1.8765,1.2099,0.3718
2031.9492,101.6588,-999.25,206.2583,152.9356,210.3227,12.5482,36.0634,2.3403,1.2542,1.6849,1.7782,1.777,1.7777,2.1476,1.0462,0.3154
2032.1016,102.204,-999.25,202.8532,131.975,210.3279,12.6592,36.0818,2.28,1.1445,1.4678,1.5346,1.5225,1.525,1.7983,0.9412,0.2944
2032.254,101.969,182.9589,196.6567,123.3183,210.333,12.5038,36.1003,2.2359,1.0917,1.3448,1.3856,1.3814,1.3774,1.6249,0.7888,0.2783
2032.4064,91.9941,183.2229,192.3472,115.9646,210.3382,12.6629,36.1187,2.2281,1.2257,1.6541,1.8386,1.8879,1.9113,2.4016,0.9078,0.2937
2032.5588,92.2836,183.2384,189.1566,116.78,210.3433,12.6222,36.1371,2.2272,1.1316,1.5439,1.7319,1.794,1.8277,2.3566,0.6776,0.2796
2032.7112,92.4408,182.433,186.3676,111.9302,210.3484,12.5852,36.1556,2.2142,1.0569,1.3795,1.5372,1.6038,1.647,2.0877,0.568,0.2831
2032.8636,92.6532,-999.25,184.738,112.1087,210.3536,12.1525,36.174,2.2122,0.9986,1.2811,1.4233,1.48,1.519,1.9162,0.521,0.2791
2033.016,92.6295,-999.25,184.2369,114.548,210.3587,12.4373,36.1925,2.217,0.9296,1.2208,1.3663,1.4188,1.4552,1.8661,0.5734,0.3166
2033.1684,95.5091,-999.25,185.1063,112.7975,210.3639,12.1192,36.2109,2.222,0.8762,1.1761,1.3206,1.3762,1.4021,1.8224,0.569,0.3355
2033.3208,94.7862,-999.25,188.9555,111.8367,210.369,12.134,36.2293,2.2023,0.8327,1.1384,1.2731,1.3319,1.3597,1.7703,0.5425,0.3419
2033.4732,96.2264,-999.25,192.0579,108.4249,210.3741,12.5519,36.2478,2.1936,0.7509,1.053,1.1735,1.2164,1.2325,1.6247,0.504,0.326
2033.6256,94.5266,-999.25,193.0348,107.7048,210.3792,12.3522,36.2662,2.1866,0.7298,1.027,1.1713,1.215,1.232,1.6481,0.5012,0.3086
2033.778,94.4788,-999.25,193.3627,105.484,210.3843,12.2302,36.2847,2.1898,0.7356,0.9995,1.1538,1.1958,1.2107,1.6078,0.5072,0.3038
2033.9304,94.4558,-999.25,193.0072,106.7614,210.3895,12.4077,36.3031,2.1809,0.7324,0.976,1.1231,1.1696,1.1857,1.5697,0.5218,0.3043
2034.0828,99.0609,-999.25,192.3024,109.1833,210.3946,12.4299,36.3215,2.1796,0.7159,0.9644,1.1177,1.1804,1.2018,1.6086,0.5128,0.3019
2034.2352,97.2494,-999.25,191.1229,107.6843,210.3997,12.5112,36.34,2.1803,0.7337,0.9742,1.1216,1.1933,1.2155,1.613,0.5147,0.3188
2034.3876,97.2084,-999.25,191.5481,112.0094,210.4048,12.2819,36.3584,2.1874,0.7381,0.9665,1.1068,1.1835,1.2098,1.596,0.5002,0.3143
2034.54,97.1268,-999.25,191.233,110.5291,210.4098,12.5519,36.3769,2.1906,0.7555,1.0021,1.1525,1.2408,1.2765,1.7011,0.5266,0.3178
2034.6924,97.1604,-999.25,191.1538,112.9197,210.4149,12.3744,36.3953,2.2029,0.7387,0.9914,1.147,1.2409,1.289,1.7342,0.5484,0.3162
2034.8448,97.22,-999.25,190.0126,109.7253,210.42,12.2597,36.4138,2.2151,0.755,0.9884,1.1267,1.2124,1.2621,1.6681,0.584,0.3178
2034.9972,97.3473,-999.25,191.1485,114.1725,210.4251,12.2745,36.4322,2.2174,0.7919,1.0618,1.2273,1.3202,1.3883,1.8517,0.5912,0.2956
2035.1496,98.0132,-999.25,191.9956,115.8699,210.4302,12.3633,36.4506,2.2076,0.7755,1.0336,1.1837,1.2689,1.3367,1.7648,0.5464,0.2787
2035.302,95.9126,168.7416,192.6255,112.1963,210.4352,12.2634,36.4691,2.1947,0.7521,1.0027,1.1439,1.2276,1.2951,1.6907,0.4763,0.2899
2035.4544,95.8651,168.5316,193.3071,109.4852,210.4403,12.4965,36.4875,2.1914,0.7524,0.9887,1.1117,1.1869,1.2397,1.5961,0.4702,0.2864
2035.6068,96.0948,169.5306,192.2248,111.6352,210.4454,12.5926,36.506,2.1934,0.7318,0.9464,1.0549,1.1199,1.1617,1.4948,0.4831,0.2908
2035.7592,95.939,168.5289,193.4161,117.2329,210.4504,12.4299,36.5244,2.1975,0.7275,0.9511,1.0638,1.1287,1.1702,1.5133,0.5054,0.2888
2035.9116,95.8122,171.698,192.3384,121.8748,210.4555,12.3855,36.5429,2.1983,0.7306,0.958,1.0699,1.1297,1.1643,1.5089,0.5404,0.3099
2036.064,95.8207,171.6531,192.3739,120.2565,210.4605,12.4965,36.5613,2.2089,0.7415,0.9854,1.1076,1.1705,1.1967,1.5711,0.5474,0.3063
2036.2164,95.76,170.7041,194.348,116.9313,210.4655,12.4188,36.5797,2.2224,0.7586,1.0271,1.1774,1.2429,1.2777,1.6979,0.5864,0.3032
2036.3688,95.7019,183.8855,192.3689,115.7089,210.4706,12.3966,36.5982,2.2345,0.8108,1.1039,1.2855,1.335,1.3633,1.8205,0.5892,0.2868
2036.5212,99.7945,182.2077,191.7726,116.5249,210.4756,12.3189,36.6166,2.2306,0.8114,1.1038,1.2503,1.2716,1.2993,1.688,0.6023,0.2724
2036.6736,96.7812,180.5299,189.7045,120.0188,210.4807,12.4077,36.6351,2.2135,0.8304,1.1565,1.2986,1.3259,1.3536,1.764,0.546,0.2805
2036.826,96.6149,180.9398,188.6789,124.3671,210.4857,12.3855,36.6535,2.1991,0.8263,1.1509,1.288,1.3189,1.3447,1.7542,0.528,0.2886
2036.9784,96.6662,180.9783,188.6461,125.514,210.4907,12.4743,36.672,2.1957,0.8204,1.1251,1.2461,1.276,1.3092,1.6852,0.5293,0.3053
2037.1308,96.7509,180.9859,188.6651,119.893,210.4957,12.3115,36.6904,2.1974,0.8189,1.0836,1.1727,1.2005,1.2202,1.5463,0.5252,0.3089
2037.2832,93.9673,-999.25,185.6952,118.187,210.5007,12.2967,36.7089,2.205,0.8702,1.1227,1.2288,1.2659,1.3166,1.6528,0.5251,0.3074
2037.4356,100.0777,-999.25,172.4589,115.9031,210.5057,12.3707,36.7273,2.2553,0.9152,1.1978,1.3079,1.3486,1.4057,1.7827,0.5546,0.2983
2037.588,99.7875,-999.25,168.7867,113.1866,210.5107,12.4521,36.7458,2.3544,0.9555,1.2536,1.3733,1.4132,1.4744,1.7626,0.8869,0.2491
2037.7404,99.8607,-999.25,168.645,109.3062,210.5157,12.4521,36.7642,2.463,1.2496,1.7162,1.8769,1.9684,2.0331,1.8259,1.9975,0.1831
2037.8928,104.624,-999.25,167.968,110.1795,210.5207,12.3855,36.7827,2.4975,2.1277,3.9999,5.5375,6.1931,6.5833,8.1558,22.7877,0.1406
2038.0452,86.2016,-999.25,168.6668,110.2887,210.5257,12.4151,36.8011,2.4522,2.0317,3.4563,4.3163,4.688,4.9138,3.6453,7.6273,0.161
2038.1976,88.5612,-999.25,174.3033,113.044,210.5307,12.4077,36.8195,2.3543,1.847,3.0472,3.755,4.0312,4.2067,5.5114,1.4462,0.2181
2038.35,99.8007,-999.25,178.2872,116.1615,210.5357,12.2893,36.838,2.2657,1.2625,1.7107,1.9499,2.0161,2.0763,2.6824,0.7232,0.3135
2038.5024,99.6079,-999.25,179.1279,125.452,210.5407,12.2819,36.8564,2.2167,0.9065,1.1088,1.199,1.2407,1.2503,1.5375,0.6008,0.3442
2038.6548,99.5844,-999.25,184.3394,124.311,210.5456,12.3781,36.8749,2.2009,0.8496,1.0643,1.1373,1.1748,1.1615,1.4458,0.5738,0.357
2038.8072,99.6684,-999.25,190.2394,120.537,210.5506,12.3633,36.8933,2.1969,0.8126,1.0566,1.1244,1.1527,1.1312,1.4163,0.5992,0.3479
2038.9596,101.1264,-999.25,190.6928,118.1805,210.5556,12.3929,36.9118,2.1904,0.8233,1.1263,1.2176,1.2457,1.2256,1.5864,0.5582,0.3414
2039.112,100.7621,-999.25,191.5058,117.383,210.5605,12.2893,36.9302,2.1911,0.8056,1.1212,1.2305,1.2446,1.2149,1.5784,0.5853,0.3162
2039.2644,100.8181,-999.25,191.7628,116.8536,210.5655,12.4077,36.9487,2.1915,0.7558,1.0257,1.164,1.1532,1.1172,1.4632,0.5271,0.2862
2039.4168,102.7199,-999.25,194.118,117.536,210.5704,12.1932,36.9671,2.1788,0.7421,1.0075,1.1596,1.147,1.1092,1.4634,0.5029,0.2831
2039.5692,101.8597,-999.25,201.1753,116.4268,210.5754,12.2634,36.9856,2.164,0.7376,0.9888,1.1173,1.1227,1.0691,1.4126,0.464,0.3086
2039.7216,101.9023,-999.25,198.9185,114.5641,210.5803,12.1636,37.004,2.1554,0.7347,0.9819,1.0992,1.121,1.0731,1.4112,0.465,0.343
2039.874,101.8369,-999.25,198.8853,110.4475,210.5853,12.2745,37.0225,2.1644,0.7457,0.9893,1.1002,1.1321,1.0826,1.4179,0.4452,0.3493
2040.0264,101.9639,-999.25,198.9296,112.2315,210.5902,12.3115,37.0409,2.204,0.7643,0.9902,1.0965,1.1384,1.0918,1.4121,0.4419,0.3329
2040.1788,101.7366,-999.25,199.753,123.4163,210.5951,12.1636,37.0594,2.2587,0.743,0.9206,0.9978,1.0364,1.0072,1.2643,0.4858,0.3359
2040.3312,100.0288,-999.25,198.8859,128.4743,210.6001,12.2967,37.0778,2.3098,0.8761,1.1091,1.2064,1.2542,1.2285,1.5082,0.7228,0.3347
2040.4836,100.2559,-999.25,197.6609,139.4138,210.605,12.4077,37.0963,2.339,0.9729,1.2628,1.3806,1.4398,1.4177,1.3126,1.3913,0.3181
2040.636,98.5045,-999.25,197.9463,141.5118,210.6099,12.3855,37.1147,2.342,1.0527,1.3795,1.5164,1.5878,1.5634,1.4073,2.1565,0.3136
2040.7884,98.3622,-999.25,200.8337,143.5639,210.6148,12.3485,37.1332,2.3364,1.2833,1.7173,1.9318,2.0252,2.0353,2.0116,1.8677,0.3175
2040.9408,98.2783,-999.25,199.5095,137.0282,210.6197,12.2967,37.1516,2.3317,1.3945,1.8013,1.974,2.0475,2.0614,2.0874,1.8249,0.3342
2041.0932,99.4685,-999.25,199.5901,137.4148,210.6246,12.2967,37.1701,2.345,1.5087,2.1214,2.3049,2.3717,2.4047,2.4291,2.0832,0.3438
2041.2456,99.8661,-999.25,198.2885,146.6712,210.6295,12.33,37.1885,2.3615,1.5275,2.1646,2.3533,2.4107,2.4429,2.3272,2.3877,0.3628
2041.398,99.6592,-999.25,202.3318,155.5316,210.6344,12.3485,37.207,2.3623,1.5607,2.217,2.4162,2.47,2.5011,2.4478,2.3682,0.3814
2041.5504,99.4709,-999.25,202.5285,153.616,210.6393,12.5334,37.2254,2.3421,1.5847,2.2388,2.4347,2.4866,2.5162,2.6452,2.1316,0.3693
2041.7028,99.1332,-999.25,200.1753,144.0073,210.6442,12.4077,37.2439,2.3005,1.432,2.0289,2.2106,2.215,2.2471,2.6562,1.4123,0.3573
2041.8552,99.1293,-999.25,198.9115,142.6717,210.6491,12.33,37.2624,2.2766,1.1107,1.3979,1.4805,1.4699,1.4875,1.7414,0.9598,0.3277
2042.0076,100.2897,-999.25,199.6126,146.25,210.654,12.4299,37.2808,2.293,1.2,1.5762,1.6589,1.6543,1.6595,2.0056,1.0345,0.3113
2042.16,99.2045,-999.25,198.1303,149.0834,210.6589,12.3078,37.2993,2.3216,1.3007,1.8378,2.006,2.0191,2.0149,2.4936,1.3072,0.3141
2042.3124,99.003,-999.25,196.7438,146.4467,210.6637,12.1636,37.3177,2.3183,1.2628,1.8054,2.0043,2.0298,2.0268,2.3287,1.5817,0.3332
2042.4648,98.8487,-999.25,196.3491,145.6151,210.6686,12.2302,37.3362,2.2913,1.267,1.7692,1.9754,1.9896,1.9907,2.5274,1.0163,0.3511
2042.6172,98.4744,-999.25,194.7333,145.8921,210.6735,12.208,37.3546,2.2762,1.165,1.581,1.7546,1.7604,1.7468,2.2372,0.8451,0.3416
2042.7696,98.3881,-999.25,193.055,142.2192,210.6783,12.1858,37.3731,2.2928,1.2111,1.6645,1.8293,1.8602,1.824,2.3643,0.8839,0.3567
2042.922,98.1674,-999.25,194.1351,145.3367,210.6832,12.1858,37.3915,2.3031,1.3413,1.9726,2.2311,2.2801,2.2308,2.9049,1.1897,0.3483
2043.0744,98.3866,-999.25,194.485,148.5506,210.688,12.3041,37.41,2.2907,1.4283,2.2285,2.5597,2.6359,2.5708,3.4582,1.0971,0.3557
2043.2268,98.543,-999.25,194.7015,150.448,210.6929,12.1969,37.4284,2.2723,1.2387,1.8016,2.0319,2.0895,2.0322,2.7053,0.8423,0.353
2043.3792,98.5545,-999.25,194.5586,149.23,210.6977,12.3078,37.4469,2.2692,1.1023,1.4821,1.619,1.6566,1.6148,2.0914,0.7297,0.3698
2043.5316,98.4208,-999.25,195.8721,148.298,210.7026,12.3411,37.4653,2.2931,1.1233,1.4975,1.6396,1.6771,1.6325,2.0809,0.911,0.3759
2043.684,98.2477,-999.25,197.6782,145.9637,210.7074,12.3337,37.4838,2.3092,1.194,1.6587,1.8621,1.9182,1.857,2.4375,1.0339,0.3659
2043.8364,97.7457,-999.25,198.6882,145.5668,210.7122,12.2376,37.5023,2.3141,1.0685,1.4707,1.6432,1.6795,1.6355,2.0074,1.1533,0.3432
2043.9888,97.4622,-999.25,197.2346,149.506,210.7171,12.2856,37.5207,2.3119,1.1535,1.7342,1.9868,2.0538,2.0132,2.702,1.0916,0.333
2044.1412,97.3892,-999.25,195.272,155.2611,210.7219,12.3115,37.5392,2.3113,1.092,1.5856,1.7843,1.8372,1.8001,2.3459,1.1112,0.3285
2044.2936,97.0028,-999.25,195.2625,153.4465,210.7267,12.2671,37.5576,2.3037,1.1406,1.7084,1.9812,2.0284,1.9952,2.5832,1.2859,0.3521
2044.446,97.0087,-999.25,195.2334,147.5614,210.7315,12.2191,37.5761,2.281,1.0727,1.4606,1.61,1.6437,1.6018,1.9733,1.0765,0.3389
2044.5984,97.0106,-999.25,194.3481,146.1633,210.7363,12.3189,37.5945,2.2684,1.0547,1.4108,1.5506,1.5842,1.5417,1.9262,0.8874,0.3545
