datasetName,TWT,BVW_DUAL,CALI,DENS,DEPR,GAMM,LN_RHOV,NEUT,PHIT_D,RFC,RHOV,RUNSUM_DC,SONI,SSON,SSON_2,SWT_DUAL,SWT_DUAL_UNCL,TVD,VSH_GR
,ms,v/v,IN,G/C3,OHMM,GAPI,ampl,FRAC,v/v,ampl,g.m/cm3.s,ampl,US/F,US/F,US/F,v/v,v/v,FT,v/v
GQC_old,1295,-9999,-9999,-9999,-9999,106.4615,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3977,-9999
GQC_old,1296,-9999,-9999,-9999,-9999,101.0485,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3980.5,-9999
GQC_old,1297,-9999,-9999,-9999,-9999,104.7385,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3983.5,-9999
GQC_old,1298,-9999,-9999,-9999,-9999,107.8277,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3987,-9999
GQC_old,1299,-9999,-9999,-9999,-9999,106.1785,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3990.5,-9999
GQC_old,1300,-9999,-9999,-9999,-9999,102.7715,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3993.5,-9999
GQC_old,1301,-9999,-9999,-9999,-9999,102.1677,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,3997,-9999
GQC_old,1302,-9999,-9999,-9999,-9999,105.8669,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,4000,-9999
GQC_old,1303,-9999,-9999,-9999,-9999,113.5354,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,4003.5,-9999
GQC_old,1304,-9999,-9999,-9999,-9999,120.4154,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,4006.5,-9999
GQC_old,1305,-9999,-9999,-9999,-9999,111.7754,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,4010,-9999
GQC_old,1306,-9999,-9999,-9999,-9999,108.3592,-9999,-9999,-9999,-9999,-9999,-9999,163,-9999,-9999,-9999,-9999,4013.5,-9999
