$Csv,:WELL

WELL,Depth,DTCO3,DTSH5,ECGR,HAZI,HCAL,HDEVI,RHOZ,RLA1,RLA2,RLA3,RLA4,RLA5,RT_HRLT,RXOZ,TNPH,DTCO3,DTSH3,DTSH6,HAZI,HCAL,HDEVI,RHOZ,RLA1,RLA2,RLA3,RLA4,RLA5,RT_HRLT,RXOZ,TNPH
.,M,us/ft,.,GAPI,.,in,.,g/cm3,ohm.m,ohm.m,ohm.m,ohm.m,ohm.m,ohm.m,ohm.m,v/v,US/F,US/F,US/F,Deg,IN,Deg,G/C3,OHMM,OHMM,OHMM,OHMM,OHMM,OHMM,OHMM,V/V
02_97_DD_1X,1305.306,90.6177,176.8776,124.4517,220.5644,12.7223,1.5193,2.3171,0.9119,1.013,1.0836,1.1336,1.1604,1.323,0.4229,0.2991,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1305.4584,90.7404,177.7104,125.7637,220.5408,12.8522,1.5198,2.254,0.8365,0.8908,0.9499,0.9937,1.006,1.1282,0.3368,0.3418,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1305.6108,93.2364,178.3507,121.2243,220.5172,13.0146,1.5203,2.2329,0.7388,0.8092,0.8428,0.8839,0.8888,0.9768,0.3395,0.3435,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1305.7632,94.3751,181.3024,114.5029,220.4937,13.0273,1.5209,2.2548,0.7153,0.7996,0.8202,0.8606,0.8608,0.937,0.3966,0.3369,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1305.9156,97.6163,181.4209,116.4838,220.4702,12.9338,1.5214,2.2792,0.7406,0.8454,0.8712,0.9105,0.9075,0.9947,0.4711,0.3296,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1306.068,99.0386,194.3755,121.3687,220.4466,12.758,1.5219,2.2763,0.6712,0.7625,0.8026,0.8378,0.8399,0.9586,0.397,0.3216,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1306.2204,101.9185,197.2753,129.0689,220.4231,12.7679,1.5224,2.2527,0.4972,0.5586,0.599,0.6231,0.6271,0.7311,0.3097,0.3189,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1306.3728,102.4715,203.5051,134.7772,220.3996,12.8102,1.5229,2.2327,0.5081,0.5803,0.636,0.6675,0.6709,0.8067,0.2916,0.3252,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1306.5252,104.5258,210.7808,138.0645,220.3762,12.7519,1.5234,2.2048,0.5465,0.6155,0.6816,0.7258,0.7314,0.8846,0.2942,0.3263,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1306.6776,105.614,214.2652,134.7509,220.3527,12.7382,1.5239,2.1614,0.5443,0.6123,0.6763,0.7263,0.7325,0.8883,0.2716,0.3299,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1306.83,106.0654,220.9259,125.2455,220.3293,12.6599,1.5245,2.1366,0.531,0.6141,0.6806,0.738,0.7495,0.9214,0.2412,0.3383,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1306.9824,107.4638,223.3871,120.5036,220.3058,12.6846,1.525,2.1327,0.5005,0.5775,0.6388,0.695,0.71,0.8709,0.237,0.3697,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1307.1348,107.5383,227.9124,121.1664,220.2824,12.7471,1.5255,2.1481,0.5014,0.5776,0.649,0.7082,0.7279,0.8998,0.2314,0.3882,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1307.2872,108.4162,230.4438,126.1108,220.259,12.7817,1.526,2.1514,0.4855,0.5624,0.6301,0.6895,0.7142,0.8818,0.2316,0.3819,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1307.4396,108.4162,232.1946,125.9908,220.2356,12.9597,1.5265,2.1516,0.4627,0.5384,0.5967,0.6567,0.6865,0.8432,0.232,0.3845,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1307.592,108.6047,232.3153,126.0312,220.2123,12.9642,1.527,2.1498,0.4616,0.5362,0.5906,0.6508,0.6832,0.8354,0.2286,0.3684,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1307.7444,108.676,233.0594,124.1681,220.1889,13.0197,1.5276,2.1451,0.4563,0.5264,0.5764,0.6343,0.6686,0.8127,0.2213,0.3648,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1307.8968,108.676,232.7317,123.2855,220.1656,13.044,1.5281,2.1424,0.4464,0.5125,0.5628,0.6159,0.6529,0.792,0.2164,0.3576,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1308.0492,108.397,232.7013,124.1752,220.1423,12.9231,1.5286,2.1447,0.4445,0.5126,0.5644,0.6169,0.6548,0.7971,0.2178,0.3663,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1308.2016,108.8722,233.3775,124.5758,220.119,12.9165,1.5291,2.1465,0.4365,0.5039,0.5559,0.6075,0.6476,0.7901,0.2246,0.3608,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1308.354,108.5529,233.6231,122.0639,220.0957,12.8362,1.5296,2.1489,0.4236,0.4933,0.55,0.6013,0.6417,0.7918,0.2231,0.3499,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1308.5064,108.5529,234.1443,119.8159,220.0724,12.7354,1.5301,2.1468,0.4179,0.4934,0.5571,0.6101,0.655,0.8165,0.2261,0.3425,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1308.6588,108.4828,234.5516,118.2868,220.0492,12.6331,1.5307,2.1467,0.4108,0.4864,0.551,0.6037,0.6478,0.8097,0.2252,0.3481,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1308.8112,108.2523,234.3228,120.2186,220.0259,12.5424,1.5312,2.1463,0.3875,0.4627,0.5258,0.5768,0.6195,0.7772,0.2249,0.3451,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1308.9636,107.5887,234.5076,119.9673,220.0027,12.501,1.5317,2.1518,0.3685,0.4439,0.5077,0.5575,0.5997,0.7551,0.2235,0.3478,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1309.116,107.261,233.9839,121.7971,219.9795,12.5366,1.5322,2.1573,0.3557,0.428,0.488,0.5347,0.573,0.7194,0.2284,0.36,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1309.2684,106.8719,233.7686,123.8355,219.9563,12.5091,1.5327,2.1621,0.3602,0.4352,0.4959,0.5427,0.5812,0.729,0.2317,0.353,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1309.4208,106.1764,233.6764,127.8656,219.9331,12.5101,1.5333,2.1589,0.3526,0.4245,0.4815,0.5248,0.5617,0.7019,0.2284,0.3368,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1309.5732,106.1667,233.3083,128.4499,219.91,12.5241,1.5338,2.1605,0.3452,0.42,0.4785,0.5223,0.56,0.7035,0.2285,0.3179,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1309.7256,106.16,232.8401,128.8401,219.8868,12.5627,1.5343,2.1629,0.3636,0.4416,0.5067,0.554,0.5942,0.7493,0.2342,0.316,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1309.878,106.2493,231.9223,126.8976,219.8637,12.5953,1.5348,2.1684,0.3722,0.4489,0.5157,0.5634,0.6005,0.7584,0.2354,0.3158,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1310.0304,106.5571,231.565,127.4794,219.8406,12.6278,1.5353,2.1682,0.3737,0.4491,0.5174,0.5683,0.6065,0.7675,0.2369,0.3141,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1310.1828,106.6206,231.5117,129.4181,219.8175,12.6448,1.5359,2.1605,0.3823,0.4581,0.5277,0.5807,0.6169,0.7816,0.2364,0.3071,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1310.3352,107.4984,231.6587,129.7124,219.7944,12.6567,1.5364,2.1529,0.3991,0.4699,0.5391,0.5941,0.6296,0.7928,0.2431,0.3123,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1310.4876,107.5164,232.2465,130.351,219.7714,12.7033,1.5369,2.1453,0.4215,0.4969,0.5701,0.6277,0.6658,0.8372,0.2366,0.3227,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1310.64,107.5225,233.034,128.9123,219.7483,12.6999,1.5374,2.1433,0.4166,0.4918,0.5587,0.6134,0.6483,0.81,0.2355,0.3494,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1310.7924,107.7704,233.6307,127.1246,219.7253,12.6973,1.5379,2.1379,0.4236,0.499,0.5602,0.6132,0.6485,0.8029,0.2329,0.3629,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1310.9448,107.6115,235.2234,126.3057,219.7023,12.6722,1.5385,2.1417,0.4263,0.5009,0.5617,0.6142,0.6526,0.8047,0.2431,0.3566,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1311.0972,107.3765,235.2111,125.2978,219.6793,12.6983,1.539,2.151,0.4139,0.487,0.5439,0.5917,0.6261,0.7688,0.2358,0.3641,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1311.2496,107.0145,234.392,127.2774,219.6563,12.7958,1.5395,2.1567,0.4,0.472,0.5246,0.5697,0.6034,0.7394,0.2355,0.357,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1311.402,106.3904,233.8055,131.9483,219.6333,12.8253,1.54,2.1554,0.3961,0.464,0.5135,0.5571,0.591,0.7202,0.236,0.3529,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1311.5544,106.3904,233.6375,135.0668,219.6103,13.0287,1.5406,2.151,0.4009,0.4667,0.5166,0.5601,0.5941,0.7225,0.2468,0.3256,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1311.7068,106.175,233.0887,136.8156,219.5874,13.2455,1.5411,2.1519,0.3969,0.4622,0.5121,0.5536,0.585,0.7119,0.2493,0.318,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1311.8592,106.1802,232.2746,129.9633,219.5645,13.2503,1.5416,2.1526,0.3971,0.4606,0.5097,0.549,0.5799,0.704,0.2457,0.3265,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1312.0116,106.0829,231.8556,128.7135,219.5416,13.1787,1.5421,2.1527,0.4095,0.474,0.5249,0.5642,0.595,0.7225,0.2467,0.3411,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1312.164,106.1915,231.9902,125.4248,219.5187,13.1128,1.5427,2.1503,0.4141,0.4831,0.5378,0.5789,0.6122,0.7477,0.2399,0.3321,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1312.3164,106.4901,231.3775,129.6739,219.4958,13.2863,1.5432,2.1475,0.406,0.4786,0.537,0.5794,0.6117,0.7528,0.231,0.3189,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1312.4688,106.6227,231.3661,129.5839,219.4729,13.1565,1.5437,2.1459,0.3923,0.4648,0.5238,0.567,0.599,0.7411,0.2202,0.3176,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1312.6212,106.3995,231.5152,131.3076,219.4501,12.9411,1.5442,2.1487,0.388,0.4585,0.5182,0.5626,0.5968,0.7395,0.2179,0.3377,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1312.7736,107.397,231.9901,127.3891,219.4273,12.8937,1.5448,2.1537,0.382,0.4521,0.5118,0.5573,0.5902,0.7342,0.2184,0.3467,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1312.926,107.5056,233.3415,121.6743,219.4044,12.8498,1.5453,2.1516,0.379,0.4512,0.5119,0.5586,0.592,0.7393,0.2172,0.3643,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1313.0784,107.6651,233.7869,116.6791,219.3817,12.7978,1.5458,2.1479,0.3766,0.4511,0.5126,0.5602,0.5948,0.7463,0.2212,0.348,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1313.2308,107.3287,234.5496,116.3598,219.3589,12.7036,1.5463,2.141,0.3793,0.4571,0.5215,0.5726,0.6111,0.7722,0.2187,0.337,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1313.3832,107.1463,234.5496,121.6528,219.3361,12.5828,1.5469,2.142,0.3819,0.4611,0.5279,0.5819,0.6252,0.7939,0.2168,0.3184,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1313.5356,107.0017,234.2312,124.0106,219.3133,12.5547,1.5474,2.1446,0.3794,0.4587,0.5271,0.5841,0.6307,0.804,0.2127,0.3194,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1313.688,106.7509,234.3706,125.509,219.2906,12.5437,1.5479,2.1467,0.3749,0.4523,0.5189,0.5757,0.6209,0.7919,0.214,0.33,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1313.8404,106.4141,234.3706,123.7901,219.2679,12.529,1.5484,2.1464,0.3758,0.4512,0.5185,0.578,0.6255,0.7983,0.2144,0.3157,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1313.9928,106.2233,234.6994,119.8881,219.2452,12.523,1.549,2.1485,0.3726,0.4489,0.5149,0.5748,0.6221,0.7938,0.2165,0.3244,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1314.1452,105.512,234.723,117.0028,219.2225,12.5166,1.5495,2.1515,0.3701,0.4446,0.5082,0.5663,0.6097,0.7766,0.2163,0.3278,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1314.2976,105.0886,234.1909,113.9768,219.1998,12.5363,1.55,2.1519,0.3689,0.4454,0.5097,0.5691,0.6155,0.7838,0.2153,0.3282,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1314.45,104.9748,233.6584,117.547,219.1771,12.5873,1.5506,2.1468,0.37,0.4453,0.5092,0.5642,0.6086,0.7708,0.2121,0.3284,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1314.6024,104.9748,233.8693,121.2737,219.1545,12.6388,1.5511,2.1436,0.3699,0.4478,0.5146,0.5659,0.6114,0.7734,0.2116,0.3275,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1314.7548,104.8574,233.6688,124.0181,219.1319,12.6939,1.5516,2.1424,0.3611,0.4364,0.4981,0.5456,0.5862,0.7356,0.2113,0.3341,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1314.9072,104.4664,233.5076,127.0935,219.1093,12.7529,1.5521,2.1441,0.3561,0.4326,0.4883,0.5348,0.5701,0.711,0.2122,0.346,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1315.0596,104.4179,232.7476,131.5929,219.0867,12.826,1.5527,2.1494,0.3526,0.4253,0.4773,0.522,0.5515,0.684,0.2138,0.3502,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1315.212,104.4709,229.9594,134.499,219.0641,12.8624,1.5532,2.1584,0.3467,0.4067,0.454,0.4973,0.5187,0.6379,0.2254,0.3589,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1315.3644,104.7022,229.4315,136.5082,219.0415,12.8618,1.5537,2.1697,0.3539,0.4102,0.4582,0.5028,0.516,0.6354,0.2313,0.3455,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1315.5168,104.8561,229.461,132.7584,219.019,12.8652,1.5543,2.1762,0.3454,0.3968,0.4462,0.4923,0.4979,0.6159,0.2461,0.3343,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1315.6692,105.1079,229.3054,128.8024,218.9964,12.8337,1.5548,2.1753,0.3497,0.3982,0.4473,0.4934,0.493,0.6091,0.2649,0.3345,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1315.8216,105.0982,228.8416,123.1658,218.9739,12.7948,1.5553,2.164,0.4373,0.4972,0.5666,0.624,0.6192,0.7733,0.3322,0.3195,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1315.974,105.8544,227.6948,119.9948,218.9514,12.7958,1.5558,2.1452,0.5587,0.6242,0.7147,0.783,0.7737,0.9657,0.3751,0.3084,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1316.1264,105.3902,225.5339,119.7105,218.9289,12.8284,1.5564,2.1412,0.5427,0.6023,0.6953,0.7522,0.7414,0.9238,0.3359,0.3047,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1316.2788,105.3902,222.2357,120.0876,218.9064,12.7865,1.5569,2.1445,0.5315,0.6004,0.6907,0.7425,0.7319,0.9109,0.2689,0.3251,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1316.4312,104.1048,221.9347,123.6981,218.884,12.7406,1.5574,2.164,0.5576,0.6302,0.7021,0.7445,0.7297,0.8853,0.2567,0.3501,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1316.5836,104.5548,220.3913,125.6875,218.8615,12.7354,1.558,2.1783,0.5659,0.638,0.6967,0.7351,0.7215,0.8535,0.2564,0.3422,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1316.736,104.5548,215.8408,127.1278,218.8391,12.6924,1.5585,2.1961,0.5733,0.6413,0.6736,0.7024,0.6913,0.7858,0.2583,0.3287,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
