$Csv,:WELL

WELL,Depth,DTCO3,DTSH5,ECGR,HAZI,HCAL,HDEVI,RHOZ,RLA1,RLA2,RLA3,RLA4,RLA5,RT_HRLT,RXOZ,TNPH,DTCO3,DTSH3,DTSH6,HAZI,HCAL,HDEVI,RHOZ,RLA1,RLA2,RLA3,RLA4,RLA5,RT_HRLT,RXOZ,TNPH
.,M,us/ft,.,GAPI,.,in,.,g/cm3,ohm.m,ohm.m,ohm.m,ohm.m,ohm.m,ohm.m,ohm.m,v/v,US/F,US/F,US/F,Deg,IN,Deg,G/C3,OHMM,OHMM,OHMM,OHMM,OHMM,OHMM,OHMM,V/V
02_97_DD_1X,1871.0148,85.9617,170.1528,115.259,63.8509,13.1903,8.465,2.4109,1.942,3.5051,3.1975,3.2754,3.2896,3.28,2.5384,0.2432,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1871.1672,84.9117,170.1528,113.7867,63.8869,13.1484,8.481,2.4191,1.9825,3.7808,3.3661,3.4022,3.4558,3.4404,2.5724,0.2414,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1871.3196,84.5017,169.9824,109.1215,63.9227,13.2954,8.4969,2.4255,1.9729,3.6185,3.3722,3.4173,3.5003,3.451,2.8663,0.2297,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1871.472,84.5017,168.0669,102.101,63.9584,13.2078,8.5129,2.4101,1.9889,3.5995,3.4701,3.5471,3.6177,3.5543,3.1359,0.2096,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1871.6244,84.6163,167.0477,98.317,63.994,13.0872,8.5288,2.3936,1.9972,3.6759,3.5131,3.6023,3.6798,3.6098,2.7651,0.1986,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1871.7768,81.4491,167.0477,99.0594,64.0294,13.0845,8.5448,2.3833,2.0021,3.6251,3.4368,3.5367,3.6145,3.5426,2.7007,0.1927,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1871.9292,81.4491,163.5491,98.405,64.0648,13.135,8.5607,2.4015,2.0192,3.6458,3.5467,3.6994,3.7869,3.6786,2.6922,0.1942,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1872.0816,81.3955,163.2854,93.6704,64.0999,13.2927,8.5767,2.4105,2.0017,3.6102,3.4965,3.6431,3.7026,3.6176,3.1653,0.1892,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1872.234,81.3454,162.7351,89.1772,64.135,13.2788,8.5927,2.413,1.9359,3.3776,3.2317,3.3877,3.4376,3.3585,3.0562,0.1873,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1872.3864,81.9166,162.5783,89.202,64.1699,13.1738,8.6086,2.4085,1.8861,3.2681,3.0777,3.2096,3.2176,3.1814,2.7905,0.1898,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1872.5388,82.6289,162.6779,93.0716,64.2047,13.3943,8.6246,2.4123,1.9548,3.4518,3.1559,3.2533,3.2495,3.244,2.6208,0.2059,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1872.6912,82.8602,166.2933,97.6388,64.2394,13.4699,8.6406,2.409,1.9403,3.3968,3.1371,3.1926,3.1315,3.1807,2.5385,0.2042,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1872.8436,82.8602,168.0823,97.0919,64.2739,13.4321,8.6566,2.404,1.8711,3.2263,3.0178,3.0635,3.0301,3.0569,2.1113,0.2044,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1872.996,83.6529,170.8461,95.8839,64.3084,13.2413,8.6725,2.4069,1.8384,3.1435,2.8722,2.9518,2.9,2.9301,1.7089,0.1929,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1873.1484,84.5051,170.8461,95.3261,64.3427,13.209,8.6885,2.4191,1.8293,2.9712,2.7383,2.8055,2.7743,2.7899,1.7546,0.1965,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1873.3008,88.6902,176.3299,99.2774,64.3768,13.2392,8.7045,2.4061,1.8383,2.9436,2.7503,2.8177,2.7402,2.7695,2.0986,0.1967,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1873.4532,90.6914,176.3299,101.5435,64.4109,13.3359,8.7205,2.3846,1.8297,2.9291,2.7703,2.8285,2.7641,2.7755,1.9511,0.2095,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1873.6056,90.6914,191.4868,100.8487,64.4448,13.382,8.7365,2.3631,1.6858,2.4436,2.2919,2.3221,2.2652,2.2416,0.9948,0.245,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1873.758,92.4608,187.6304,103.9365,64.4786,13.5957,8.7525,2.3666,1.584,2.1603,2.0268,2.0189,1.9651,1.8707,0.8785,0.3,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1873.9104,92.9918,188.3076,105.1576,64.5123,13.5141,8.7685,2.3827,1.7103,2.5996,2.3271,2.3208,2.2635,2.2214,0.8732,0.3373,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1874.0628,92.9918,189.8052,113.1381,64.5458,13.6605,8.7845,2.4001,1.7404,2.9727,2.6067,2.5805,2.4933,2.5936,1.2825,0.3199,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1874.2152,92.2663,189.7253,117.518,64.5792,13.8003,8.8005,2.4209,1.7907,3.2392,2.8937,2.8603,2.7779,2.8771,1.6632,0.2871,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1874.3676,90.7718,189.1479,120.7075,64.6125,13.4236,8.8165,2.4297,1.8086,3.5287,3.1233,3.0961,3.0169,3.1107,2.4934,0.2824,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1874.52,90.1448,186.9869,124.3227,64.6457,13.3951,8.8325,2.4371,1.8802,3.6152,3.1569,3.1392,3.0648,3.152,3.0518,0.2797,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1874.6724,88.1419,186.9869,123.929,64.6788,13.4287,8.8485,2.4324,1.9058,3.3842,3.0588,3.074,3.0078,3.0771,2.6582,0.2687,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1874.8248,88.1419,174.9463,120.9116,64.7118,13.4257,8.8645,2.4258,1.8938,3.2355,2.954,2.9979,2.9187,2.9859,2.5105,0.2527,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1874.9772,85.6802,170.1912,113.8043,64.7446,13.4308,8.8805,2.4205,1.93,3.4608,3.1255,3.2039,3.1451,3.1853,2.4383,0.234,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1875.1296,84.9761,169.5792,106.7055,64.7773,13.2238,8.8966,2.425,2.0023,3.7404,3.3392,3.4291,3.3709,3.4081,2.8844,0.2137,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1875.282,84.5133,168.6478,110.78,64.8099,13.1842,8.9126,2.4365,2.0409,3.8662,3.4507,3.5523,3.5652,3.5513,3.1179,0.2023,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1875.4344,84.6519,168.9305,115.7136,64.8424,13.1433,8.9286,2.4465,1.9558,3.3781,3.1074,3.1728,3.1614,3.1723,3.3065,0.2042,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1875.5868,84.6519,169.5786,120.4856,64.8748,13.0837,8.9446,2.4485,1.9313,3.1862,2.9854,3.0608,3.0911,3.0648,3.1206,0.223,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1875.7392,85.8078,170.3345,120.5826,64.907,13.0809,8.9607,2.4438,1.9489,3.263,3.0678,3.1549,3.2058,3.1599,3.0834,0.2393,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1875.8916,86.8162,170.7,119.2865,64.9392,13.2038,8.9767,2.4313,1.9333,3.2286,3.0319,3.0864,3.0734,3.0848,3.027,0.2566,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1876.044,87.2695,171.1021,117.9766,64.9712,13.487,8.9927,2.4184,1.9144,3.2275,3.0202,3.0673,3.0655,3.0731,3.0297,0.2527,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1876.1964,87.2953,171.1108,114.3153,65.0031,13.6767,9.0088,2.4201,1.8664,3.1561,2.9189,2.9437,2.9278,2.9565,2.8003,0.2498,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1876.3488,85.7845,170.61,111.6097,65.0349,13.4626,9.0248,2.4323,1.8606,3.2702,2.9172,2.9572,2.9016,2.9614,3.023,0.2493,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1876.5012,83.5353,169.8989,110.2798,65.0666,13.2987,9.0409,2.4405,1.9223,3.6709,3.2673,3.2886,3.2037,3.2855,3.1721,0.2458,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1876.6536,82.8639,167.829,108.2084,65.0982,13.2692,9.0569,2.4332,1.9701,3.7087,3.381,3.419,3.356,3.413,3.489,0.2312,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1876.806,84.1569,167.9574,104.8766,65.1296,13.134,9.073,2.4149,1.9593,3.482,3.2529,3.3109,3.2829,3.3027,3.2395,0.2156,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1876.9584,84.1569,166.3137,105.652,65.161,13.1503,9.089,2.4097,1.9346,3.4391,3.1896,3.2546,3.2053,3.2393,3.0041,0.2045,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1877.1108,83.9411,165.9707,107.9598,65.1922,13.1523,9.1051,2.4152,1.9604,3.5907,3.3418,3.4291,3.3907,3.408,2.9946,0.1968,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1877.2632,84.2049,166.2543,115.6633,65.2234,13.3931,9.1212,2.4312,1.9828,3.7395,3.4651,3.5502,3.4731,3.5189,3.3437,0.1932,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1877.4156,84.6299,165.9966,116.6403,65.2544,13.4826,9.1372,2.4279,1.9001,3.4103,3.1489,3.1836,3.1011,3.1713,3.4326,0.2076,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1877.568,84.2398,166.1844,115.034,65.2853,13.5054,9.1533,2.4099,1.7988,3.0594,2.7992,2.8292,2.7774,2.8291,2.6858,0.2363,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1877.7204,83.6428,165.4209,109.1178,65.3161,13.5056,9.1694,2.3973,1.7419,2.7861,2.489,2.4748,2.4202,2.4876,2.0034,0.2566,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1877.8728,83.2087,165.2552,108.5519,65.3468,13.5382,9.1854,2.4035,1.8767,3.3586,3.0052,2.9884,2.9157,3.0033,1.8969,0.2522,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1878.0252,82.7319,164.3635,112.6608,65.3774,13.5278,9.2015,2.4182,1.9586,3.9197,3.3801,3.3626,3.2898,3.3842,2.369,0.2221,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1878.1776,82.4065,163.5424,116.3746,65.4079,13.4855,9.2176,2.4317,1.9342,3.906,3.4196,3.4011,3.3458,3.4226,3.0063,0.2027,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1878.33,82.4065,161.3423,117.3422,65.4383,13.2371,9.2336,2.4309,1.9329,3.8997,3.4406,3.4513,3.3748,3.4532,3.1779,0.1943,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1878.4824,81.7496,160.2913,114.1417,65.4686,13.1924,9.2497,2.4265,2.0299,4.1317,3.6403,3.6438,3.5969,3.659,3.1749,0.1925,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1878.6348,80.8954,159.4771,112.2558,65.4988,13.2019,9.2658,2.4244,1.9775,3.7502,3.4427,3.4834,3.44,3.4818,2.3174,0.1906,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1878.7872,82.7939,159.2988,110.7717,65.5289,13.1184,9.2819,2.4285,1.8923,3.5252,3.3405,3.4346,3.3783,3.3989,1.9597,0.2026,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1878.9396,81.923,157.3974,111.5562,65.5588,13.1823,9.298,2.4404,2.0099,3.9064,3.6085,3.7232,3.717,3.7036,2.0462,0.214,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1879.092,81.4753,157.6609,111.5253,65.5887,13.2417,9.3141,2.4484,1.9776,3.9814,3.6067,3.7249,3.6802,3.6958,3.1963,0.2207,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1879.2444,81.4753,159.0639,109.7225,65.6185,13.3324,9.3302,2.4481,2.0421,4.0653,3.5578,3.6171,3.5944,3.6262,3.6384,0.2119,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1879.3968,81.8767,160.1232,108.9439,65.6481,13.3653,9.3463,2.438,2.0014,3.8958,3.4271,3.4267,3.4096,3.4638,3.4769,0.2044,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1879.5492,82.2061,161.5437,110.9762,65.6777,13.2892,9.3624,2.4335,1.9455,3.5996,3.196,3.2242,3.2053,3.243,3.1596,0.2107,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1879.7016,82.7813,161.4867,116.5551,65.7059,13.2654,9.3783,2.4407,1.9785,3.6476,3.2653,3.2805,3.2589,3.3062,3.1313,0.2261,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1879.854,83.4711,161.9585,119.8866,65.7224,13.1595,9.3924,2.4488,1.9802,3.5508,3.2718,3.2783,3.2599,3.3004,2.9939,0.2328,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1880.0064,83.4711,160.2127,121.4115,65.7361,13.0987,9.4062,2.4539,1.9744,3.4925,3.3091,3.36,3.2987,3.3425,3.0668,0.2166,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1880.1588,82.4558,160.2127,123.0461,65.7498,13.024,9.42,2.4602,2.0392,3.6627,3.5278,3.6082,3.5716,3.5809,3.0509,0.2019,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1880.3112,83.3656,161.0362,123.8228,65.7634,13.0237,9.4337,2.4712,2.0509,3.7537,3.6149,3.7296,3.7139,3.6958,3.3997,0.197,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1880.4636,84.2079,160.9008,120.0964,65.777,12.9694,9.4475,2.4728,2.0903,3.8257,3.6477,3.7541,3.7553,3.7329,3.596,0.194,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1880.616,84.1776,162.2001,116.3418,65.7905,13.0443,9.4613,2.4544,2.0625,3.6736,3.485,3.5847,3.5805,3.5665,3.7572,0.1915,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1880.7684,85.2865,162.7468,115.6638,65.804,13.2411,9.475,2.4193,1.9242,2.968,2.7895,2.8227,2.8278,2.8361,2.8331,0.1934,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1880.9208,84.6644,163.0038,112.7021,65.8175,13.1949,9.4888,2.3869,1.8397,2.679,2.5022,2.5395,2.5064,2.5392,2.1977,0.2054,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1881.0732,84.4727,163.8772,107.2333,65.8309,12.9275,9.5026,2.3783,1.9116,3.1071,2.8376,2.875,2.8304,2.8819,2.0263,0.2207,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1881.2256,84.7196,164.0251,107.2725,65.8443,13.1218,9.5163,2.3881,1.9894,3.5674,3.2412,3.2858,3.2327,3.29,2.3529,0.2377,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1881.378,84.9074,164.2935,108.0246,65.8576,13.2411,9.5301,2.4038,1.9156,3.4213,3.3218,3.3621,3.2963,3.3391,2.8082,0.2395,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1881.5304,84.9074,166.7427,111.359,65.8709,13.1342,9.5439,2.4073,1.9979,3.5174,3.363,3.42,3.3689,3.4004,2.9511,0.2387,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1881.6828,85.1229,167.5701,111.3156,65.8842,13.0469,9.5576,2.404,2.0079,3.3869,3.2153,3.2499,3.1962,3.2412,3.004,0.2221,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1881.8352,84.5738,168.4219,107.8962,65.8974,13.0243,9.5714,2.3996,2.0318,3.1957,3.0542,3.0746,3.0483,3.0779,2.6051,0.2093,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1881.9876,84.5661,169.3254,105.8671,65.9106,13.0259,9.5852,2.4033,1.9906,3.0371,2.8778,2.9489,2.9085,2.9297,2.4734,0.2057,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1882.14,84.5661,169.309,105.3566,65.9238,12.9856,9.5989,2.418,1.9754,3.1234,2.9894,3.0859,3.0131,3.0425,2.4935,0.2126,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1882.2924,84.9877,168.7157,111.4925,65.9369,12.946,9.6127,2.429,2.01,3.1734,2.9894,3.0725,3.043,3.0546,2.9408,0.2292,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
02_97_DD_1X,1882.4448,83.8998,169.6216,114.178,65.95,12.952,9.6265,2.4367,2.0284,3.1583,2.926,2.988,2.9552,2.984,3.0135,0.246,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500,-999.2500
